39,33,江口青果株式会社,14,10,青果物,2,1,スポット商品,7640,0,113,かぼちゃ1玉,ｶﾎﾞﾁｬ1ﾀﾏ,かぼちゃ1,2,398,300,2014/8/18 16:03,2014/8/18 16:03
39,33,江口青果株式会社,14,10,青果物,2,1,スポット商品,353,38,112,ｷｬﾍﾞﾂ1玉,ｷｬﾍﾞﾂ1ﾀﾏ,ｷｬﾍﾞﾂ1玉,2,188,150,2014/8/18 15:47,2014/8/18 15:47
55,47,×ヤマキシ,9,70,ドライ食品,2,1,スポット商品,7639,0,721,こしひかり玄米5kg,ｺｼﾋｶﾘｹﾞﾝﾏｲ5ｷﾛ,こしひかり,2,1800,1316.67,2014/8/18 14:19,2014/8/18 14:19
39,33,江口青果株式会社,14,10,青果物,2,1,スポット商品,2638,26,112,はくさい1/2ｶｯﾄ,ﾅｶﾞﾉﾎｶﾊｸｻｲ1/2ｶｯﾄ,白菜1/2,2,188,150,2014/8/18 14:14,2014/8/18 14:14
39,33,江口青果株式会社,14,10,青果物,2,1,スポット商品,4676,29,112,ｷｬﾍﾞﾂ1/2ｶｯﾄ,ｷｬﾍﾞﾂ1/2ｶｯﾄ,ｷｬﾍﾞﾂ1/2,2,188,150,2014/8/18 14:11,2014/8/18 14:11
112,107,全日食(ドライ),9,70,ドライ食品,2,1,スポット商品,5993,1,713,永谷園）彩ﾘｺﾞﾊﾝ混込青菜,ﾅｶﾞﾀﾆｴﾝｲﾛﾄﾞﾘｱｵﾅ30g,混込青菜,2,105,77,2014/8/18 13:34,2014/8/18 13:34
39,33,江口青果株式会社,14,10,青果物,2,1,スポット商品,7638,0,321,ﾃﾞﾗｳｴｱ1箱,ﾃﾞﾗｳｴｱ1ﾊｺ,ﾃﾞﾗｳｪｱ,2,2300,1800,2014/8/18 12:02,2014/8/18 12:02
56,48,竹本商店,2,30,鮮魚・塩干魚,2,1,スポット商品,7636,0,311,さば（大）１匹,ｻﾊﾞ,さば,2,600,500,2014/8/18 8:35,2014/8/18 8:35
56,48,竹本商店,2,30,鮮魚・塩干魚,2,1,スポット商品,7637,0,311,あじ（大）1匹,ｱｼﾞ,あじ,2,500,400,2014/8/18 8:35,2014/8/18 8:35
39,33,江口青果株式会社,14,10,青果物,2,1,スポット商品,7533,2,112,ねぎ　M 2本,ﾈｷﾞ2ﾎﾝ,ﾈｷﾞ2本,2,80,60,2014/8/16 12:06,2014/8/16 12:06
