990,清酒,小堀酒造店,萬歳楽　つるぎ　山廃純米　新幹線ラベル,720ml,851,1200,349,29.08,1年,16度,─,103/100ml,日本酒類販売,,,990,618,502,100,68,19,16
991,清酒,清洲桜醸造,清洲城信長鬼ころしパック,2000ml,742,943,201,21.31,1年,15度,─,約109/100ml,日本酒類販売,,,991,715,502,100,68,19,16
992,清酒,北関酒造,清酒 北の梅 花冠,2000ml,681,934,253,27.09,1年,13～14度,─,約109/100ml,日本酒類販売,,,992,814,502,100,68,19,16
993,単式蒸溜焼酎,霧島酒造,黒霧島25°芋焼酎パック,1800ml,1288,1705,417,24.46,─,25度,─,約146/100ml,日本酒類販売,,,993,911,502,100,68,19,16
994,単式蒸溜焼酎,三和酒類,いいちこ25°麦焼酎パック,1800ml,1233,1600,367,22.94,─,25度,─,約146/100ml,日本酒類販売,,,994,519,572,100,68,19,16
995,単式蒸溜焼酎,高橋酒造,白岳　吟麗しろ(銀しろ)米焼酎,720ml,815,1100,285,25.91,─,25度,─,約146/100ml,日本酒類販売,,,995,618,572,100,68,19,16
996,単式蒸溜焼酎,薩摩酒造,神の河25°麦焼酎,720ml,856,1139,283,24.85,─,25度,─,約146/100ml,日本酒類販売,,,996,715,572,100,68,19,16
997,連続式蒸溜焼酎,アサヒ,大五郎25°ペットボトル　,2700ml,1243,1680,437,26.01,─,25度,─,約146/100ml,日本酒類販売,,,997,814,572,100,68,19,16
998,単式蒸溜焼酎,ヘリオス酒造,くら古酒(クース)泡盛,720ml,859,1180,321,27.2,─,25度,─,約146/100ml,日本酒類販売,,,998,911,572,100,68,19,16
999,リキュール,チョーヤ,梅酒　紀州,720ml,848,1067,219,20.52,1年,14%,─,201/100ml,日本酒類販売,,,999,519,639,100,68,19,16
1000,ウイスキー,サントリー,ウイスキー角瓶,700ml,1052,1391,339,24.37,─,40%,─,約237/100ml,日本酒類販売,,,1000,618,639,100,68,19,16
1001,果実酒,シャトー勝沼,無添加 赤ワイン 甘口,720ml,688,1017,329,32.35,─,13％未満,─,約73/100ml,日本酒類販売,,,1001,715,639,148,68,19,16
1002,果実酒,シャトー勝沼,無添加 赤ワイン 辛口,720ml,688,1017,329,32.35,─,13％未満,─,約73/100ml,日本酒類販売,,,1001,715,639,148,68,19,16
1003,果実酒,シャトー勝沼,無添加 白ワイン 甘口,720ml,688,1017,329,32.35,─,13％未満,─,約73/100ml,日本酒類販売,,,1001,715,639,148,68,19,16
1004,果実酒,シャトー勝沼,生産者還元ワイン　赤,1500ml,907,1280,373,29.14,─,12%,─,73/100ml,日本酒類販売,,,1004,863,639,148,68,19,16
1005,果実酒,シャトー勝沼,生産者還元ワイン　白,1500ml,907,1280,373,29.14,─,13%,─,73/100ml,日本酒類販売,,,1004,863,639,148,68,19,16
