941,ビール,アサヒ,スーパードライ,350ml×6,1007,1150,143,12.43,270日,5%,─,42/100ml,日本酒類販売,,,941,519,22,165,47,19,16
942,ビール,アサヒ,スーパードライ,350ml×24,4029,4498,469,10.43,270日,5%,─,42/100ml,日本酒類販売,,,941,519,22,165,47,19,16
943,ビール,キリン,ラガー,350ml×6,1007,1150,143,12.43,270日,5%,─,42/100ml,日本酒類販売,,,943,519,69,165,47,19,16
944,ビール,キリン,ラガー,350ml×24,4029,4498,469,10.43,270日,5%,─,42/100ml,日本酒類販売,,,943,519,69,165,47,19,16
945,ビール,キリン,一番搾り,350ml×6,1007,1150,143,12.43,270日,5%,─,41/100ml,日本酒類販売,,,945,519,111,165,83,19,16
946,ビール,キリン,一番搾り,350ml×24,4029,4498,469,10.43,270日,5%,─,41/100ml,日本酒類販売,,,945,519,111,165,83,19,16
947,発泡酒,キリン,淡麗生,350ml×6,674,772,98,12.69,270日,5.50%,─,45/100ml,日本酒類販売,,,947,684,22,165,47,19,16
948,発泡酒,キリン,淡麗生,350ml×24,2695,2998,303,10.11,270日,5.50%,─,45/100ml,日本酒類販売,,,947,684,22,165,47,19,16
949,発泡酒,キリン,淡麗グリーンラベル,350ml×6,674,772,98,12.69,270日,4.50%,─,29/100ml,日本酒類販売,,,949,684,69,165,47,19,16
950,発泡酒,キリン,淡麗グリーンラベル,350ml×24,2695,2998,303,10.11,270日,4.50%,─,29/100ml,日本酒類販売,,,949,684,69,165,47,19,16
951,発泡酒,サッポロビール,極ZERO(ｺﾞｸｾﾞﾛ)　発泡酒,350ml×6,674,772,98,12.69,270日,4%,─,26/100ml,日本酒類販売,,,951,684,111,165,83,19,16
952,発泡酒,サッポロビール,極ZERO(ｺﾞｸｾﾞﾛ)　発泡酒,350ml×24,2695,2998,303,10.11,270日,4%,─,26/100ml,日本酒類販売,,,951,684,111,165,83,19,16
953,第三のﾋﾞｰﾙ,キリン,のどごし(生),350ml×6,582,665,83,12.48,270日,5%,─,43/100ml,日本酒類販売,,,953,846,22,82,37,19,16
954,第三のﾋﾞｰﾙ,キリン,のどごし(生),350ml×24,2330,2598,268,10.32,270日,5%,─,43/100ml,日本酒類販売,,,953,846,22,82,37,19,16
955,第三のﾋﾞｰﾙ,キリン,澄みきり,350ml×6,582,665,83,12.48,270日,5%,─,42/100ml,日本酒類販売,,,955,846,59,82,37,19,16
956,第三のﾋﾞｰﾙ,キリン,澄みきり,350ml×24,2330,2598,268,10.32,270日,5%,─,42/100ml,日本酒類販売,,,955,846,59,82,37,19,16
957,第三のﾋﾞｰﾙ,キリン,濃い味<糖質0>,350ml×6,582,665,83,12.48,270日,2.5～3.5％,─,19/100ml,日本酒類販売,,,957,846,98,82,96,19,16
958,第三のﾋﾞｰﾙ,キリン,濃い味<糖質0>,350ml×24,2330,2598,268,10.32,270日,2.5～3.5％,─,19/100ml,日本酒類販売,,,957,846,98,82,96,19,16
959,第三のﾋﾞｰﾙ,アサヒ,クリアアサヒ　プライムリッチ,350ml×6,582,665,83,12.48,270日,6%,─,51/100ml,日本酒類販売,,,959,928,22,82,37,19,16
960,第三のﾋﾞｰﾙ,アサヒ,クリアアサヒ　プライムリッチ,350ml×24,2330,2598,268,10.32,270日,6%,─,51/100ml,日本酒類販売,,,959,928,22,82,37,19,16
961,第三のﾋﾞｰﾙ,サントリー,金麦,350ml×6,582,665,83,12.48,270日,5%,小麦,43/100ml,日本酒類販売,,,961,928,59,82,135,19,16
962,第三のﾋﾞｰﾙ,サントリー,金麦,350ml×24,2330,2598,268,10.32,270日,5%,小麦,43/100ml,日本酒類販売,,,961,928,59,82,135,19,16
963,ビール,アサヒ,スーパードライ,250ml×24,3201,3660,459,12.54,270日,5%,─,42/100ml,日本酒類販売,,,963,519,194,124,51,19,16
964,第三のﾋﾞｰﾙ,キリン,のどごし(生),250ml×24,1873,2140,267,12.48,270日,5%,─,43/100ml,日本酒類販売,,,964,519,245,124,51,19,16
965,ビール,アサヒ,スーパードライ,500ml×24,5290,5898,608,10.31,270日,5%,─,42/100ml,日本酒類販売,,,965,643,194,122,171,19,16
966,ビール,キリン,ラガー,500ml×24,5290,5898,608,10.31,270日,5%,─,42/100ml,日本酒類販売,,,965,643,194,122,171,19,16
967,ビール,キリン,一番搾り,500ml×24,5290,5898,608,10.31,270日,5%,─,41/100ml,日本酒類販売,,,965,643,194,122,171,19,16
968,発泡酒,キリン,淡麗生,500ml×24,3732,4180,448,10.72,270日,5.50%,─,45/100ml,日本酒類販売,,,968,765,194,122,171,19,16
969,発泡酒,キリン,淡麗グリーンラベル,500ml×24,3732,4180,448,10.72,270日,4.50%,─,29/100ml,日本酒類販売,,,968,765,194,122,171,19,16
970,発泡酒,サッポロビール,極ZERO(ｺﾞｸｾﾞﾛ)　発泡酒,500ml×24,3732,4180,448,10.72,270日,4%,─,29/100ml,日本酒類販売,,,968,765,194,122,171,19,16
971,第三のﾋﾞｰﾙ,キリン,のどごし(生),500ml×24,3232,3598,366,10.17,270日,5%,─,43/100ml,日本酒類販売,,,971,889,194,122,87,19,16
972,第三のﾋﾞｰﾙ,キリン,澄みきり,500ml×24,3232,3598,366,10.17,270日,5%,─,42/100ml,日本酒類販売,,,971,889,194,122,87,19,16
973,第三のﾋﾞｰﾙ,キリン,濃い味<糖質0>,500ml×24,3232,3598,366,10.17,270日,2.5～3.5％,─,19/100ml,日本酒類販売,,,971,889,194,122,87,19,16
974,第三のﾋﾞｰﾙ,アサヒ,クリアアサヒ　プライムリッチ,500ml×24,3232,3598,366,10.17,270日,6%,─,51/100ml,日本酒類販売,,,974,889,281,122,84,19,16
975,第三のﾋﾞｰﾙ,サントリー,金麦,500ml×24,3232,3598,366,10.17,270日,5%,小麦,43/100ml,日本酒類販売,,,974,889,281,122,84,19,16
976,ビール,アサヒ,スーパードライ大瓶,633ml×20,5165,5780,615,10.64,270日,5%,─,42/100ml,日本酒類販売,,,976,519,296,124,69,19,16
977,ビール,アサヒ,スーパードライ中瓶,500ml×20,4341,4880,539,11.05,270日,5%,─,42/100ml,日本酒類販売,,,977,519,366,121,68,19,16
978,ビール,サントリー,ザ・プレミアム　モルツ　,350ml×6,1111,1280,169,13.2,270日,5.50%,─,47/100ml,日本酒類販売,,,978,641,366,121,68,19,16
979,ビール,サントリー,ザ・プレミアム　モルツ　,350ml×24,4443,4980,537,10.78,270日,5.50%,─,47/100ml,日本酒類販売,,,978,641,366,121,68,19,16
980,リキュール,キリン,氷結シチリア産レモン,350ml×24,2400,2680,280,10.45,1年,6%,─,49/100ml,日本酒類販売,,,980,519,435,121,68,19,16
981,リキュール,キリン,氷結グレープフルーツ,350ml×24,2400,2680,280,10.45,1年,6%,─,53/100ml,日本酒類販売,,,980,519,435,121,68,19,16
982,ﾉﾝｱﾙｺｰﾙ,サントリー,オールフリー,350ml×24,2328,2650,322,12.15,270日,─,─,─,日本酒類販売,,,982,641,435,121,68,19,16
983,清酒,宗玄酒造,宗玄　上撰,1800ml,1485,1680,195,11.61,1年,15～16度,─,約109/100ml,日本酒類販売,,,983,764,366,121,136,19,16
984,清酒,立山酒造,銀嶺立山　本醸造,1800ml,1495,1680,185,11.01,1年,15～16度,─,約109/100ml,日本酒類販売,,,983,764,366,121,136,19,16
985,清酒,小堀酒造店,萬歳樂　花伝本醸造,1800ml,1392,1580,188,11.9,1年,15度,─,約109/100ml,日本酒類販売,,,983,764,366,121,136,19,16
986,清酒,宗玄酒造,宗玄　剣山,1800ml,1298,1480,182,12.3,1年,15～16度,─,約109/100ml,日本酒類販売,,,986,887,366,121,136,19,16
987,清酒,立山酒造,銀嶺立山　普通酒,1800ml,1285,1480,195,13.18,1年,15～16度,─,約109/100ml,日本酒類販売,,,986,887,366,121,136,19,16
988,清酒,小堀酒造店,萬歳樂　通,1800ml,1209,1380,171,12.39,1年,15度,─,約109/100ml,日本酒類販売,,,986,887,366,121,136,19,16
989,清酒,立山酒造,立山　好適米　普通酒,720ml,579,726,147,20.25,1年,15～16度,─,約109/100ml,日本酒類販売,,,989,519,502,100,68,19,16
