3,0003,グリコ乳業（株）,8,050,ディリー食品,2,001,スポット商品,03295,00,575,G高濃度Bifix1000 100g,ｺｳﾉｳﾄﾞﾋﾞﾌｨｯｸｽ1000,Bifix1000,2,122,73.00,2014/09/27 12:58:09,2014/09/27 12:58:09
56,0048,竹本商店,2,030,鮮魚・塩干魚,2,001,スポット商品,05327,03,311,あじ3匹,ｱｼﾞ3ﾋｷ,ｱｼﾞ3ﾋｷ,2,598,450.00,2014/09/26 13:37:19,2014/09/26 13:37:19
56,0048,竹本商店,2,030,鮮魚・塩干魚,2,001,スポット商品,05327,02,311,あじ3匹,ｱｼﾞ3ﾋｷ,ｱｼﾞ3ﾋｷ,2,880,700.00,2014/09/26 13:37:18,2014/09/26 13:37:18
56,0048,竹本商店,2,030,鮮魚・塩干魚,2,001,スポット商品,05327,01,311,あじ3匹,ｱｼﾞ3ﾋｷ,あじ3匹,2,640,480.00,2014/09/26 13:37:18,2014/09/26 13:37:18
56,0048,竹本商店,2,030,鮮魚・塩干魚,2,001,スポット商品,05327,00,311,あじ3匹,ｱｼﾞ3ﾋｷ,あじ3匹,1,504,350.00,2014/09/26 13:37:18,2014/09/26 13:37:18
56,0048,竹本商店,2,030,鮮魚・塩干魚,2,001,スポット商品,05327,04,311,あじ3匹,ｱｼﾞ3ﾋｷ,ｱｼﾞ3ﾋｷ,2,378,300.00,2014/09/26 13:37:09,2014/09/26 13:37:09
39,0033,江口青果株式会社,14,010,青果物,2,001,スポット商品,01287,55,114,えのき200g,ﾅｶﾞﾉﾎｶｴﾉｷ200g,えのき200g,2,100,80.00,2014/09/26 13:31:44,2014/09/26 13:31:44
7,0007,オフィス・ミント,28,001,その他,2,001,スポット商品,99194,00,9999,OMしそ巻あんず,OMｼｿﾏｷｱﾝｽﾞ,ｼｿ巻ｱﾝｽﾞ,2,1389,972.00,2014/09/25 14:03:31,2014/09/25 14:03:31
22,0018,敷島製パン　株式会社,11,080,菓子・パン,2,001,スポット商品,03294,00,843,Pもちっとあずき蒸しぱん,ﾓﾁｯﾄｱｽﾞｷﾑｼﾊﾟﾝ,小豆蒸しﾊﾟ,2,105,75.60,2014/09/24 18:40:06,2014/09/24 18:40:06
22,0018,敷島製パン　株式会社,11,080,菓子・パン,2,001,スポット商品,03293,00,843,Pﾍﾞｰｺﾝﾁｰｽﾞﾊﾟﾝ,ﾍﾞｰｺﾝﾁｰｽﾞﾊﾟﾝ,ﾍﾞｰｺﾝﾁｰｽﾞ,2,105,75.60,2014/09/24 18:37:42,2014/09/24 18:37:42
22,0018,敷島製パン　株式会社,11,080,菓子・パン,2,001,スポット商品,03292,00,843,P4種のﾁｰｽﾞﾊﾟﾝ,P4ｼｭﾉﾁｰｽﾞﾊﾟﾝ,4種ﾁｰｽﾞﾊﾟﾝ,2,114,81.90,2014/09/24 18:36:50,2014/09/24 18:36:50
