020,精肉・加工肉,0079,騎寄精肉店,04264,04,ｺｸｻﾝﾜｶﾄﾘﾃﾊﾞﾓﾄ4ﾎﾝ,国産若鶏手羽元4本,手羽元4本,221,258,188,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,02679,05,ｺｸｻﾝﾌﾞﾀｶﾀﾛｰｽｽﾗｲｽ150g,国産豚肩ﾛｰｽｽﾗｲｽ150g,豚肩ﾛｰｽ,221,348,262.5,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06007,11,ｺｸｻﾝﾜｶﾄﾞﾘﾓﾓﾑﾈｶﾗｱｹﾞﾖｳ250g,国産若鶏ﾓﾓﾑﾈ唐揚用250g,鶏唐揚用25,231,258,195,する,する,する,する,001,スポット商品
040,デリカ,0029,志のぶ商事㈱北陸支店,07607,03,ｼﾉﾌﾞﾊﾑﾀﾏｺﾞﾉｻﾝﾄﾞ,志)ﾊﾑ卵のｻﾝﾄﾞ,ﾊﾑ卵ｻﾝﾄﾞ,402,108,78,する,する,する,する,001,スポット商品
050,ディリー食品,0105,全日食(和日配）,04251,03,ﾀﾏｺﾞｵﾃﾞﾝﾌｸﾛLL,一正玉子入おでん袋450g,玉子おでん,516,248,188,する,する,する,する,001,スポット商品
050,ディリー食品,0105,全日食(和日配）,07798,00,ｶｯﾌﾟｸﾞﾗﾀﾝﾏｶﾛﾆ&ｴﾋﾞ,ふじやｶｯﾌﾟｸﾞﾗﾀﾝﾏｶﾛﾆ&海老,ｶｯﾌﾟｸﾞﾗﾀﾝ,518,298,230,する,する,する,する,001,スポット商品
050,ディリー食品,0105,全日食(和日配）,07799,00,ﾌｼﾞﾔｶｯﾌﾟｸﾞﾗﾀﾝﾎﾟﾃﾄ&ﾍﾞｰｺﾝ,ふじやｶｯﾌﾟｸﾞﾗﾀﾝﾎﾟﾃﾄﾍﾞｰｺﾝ,ｶｯﾌﾟｸﾞﾗﾀﾝ,518,298,230,する,する,する,する,001,スポット商品
050,ディリー食品,0105,全日食(和日配）,04542,02,ﾋﾀﾞｺﾞﾉﾐ,若宮飛騨ごのみ100g,飛騨ごのみ,515,168,125,する,する,する,する,001,スポット商品
050,ディリー食品,0038,ﾓﾝﾃｰﾙ,07261,01,8Pｺﾝｶﾞﾘﾌﾟﾁｼｭｰﾐﾙｸ,8Pこんがりﾌﾟﾁｼｭｰﾐﾙｸ,８Pﾌﾟﾁｼｭｰ,577,148,107,する,する,する,する,001,スポット商品
060,冷凍食品,0064,森永(アイス),07800,00,ｸﾘｽﾋﾟｰﾅｱｸﾃｨﾌﾞｺｺｱ,森永ｸﾘｽﾋﾟｰﾅActiveｺｺｱ(ﾏﾙﾁ,ｸﾘｽﾋﾟｰﾅ,1672,218,160.2,する,する,する,する,000,スポット商品(冷凍)
080,菓子・パン,0018,敷島製パン　株式会社,07801,00,ｲﾁｼﾞｸﾄｸﾙﾐﾉﾊﾟﾝ,ﾊﾟｽｺ　ｲﾁｼﾞｸとｸﾙﾐのﾊﾟﾝ,ｲﾁｼﾞｸｸﾙﾐ,843,115,81.9,する,する,する,する,001,スポット商品
080,菓子・パン,0018,敷島製パン　株式会社,07802,00,ｵﾄｳﾌｸﾘｰﾑﾊﾟﾝ,ﾊﾟｽｺおとうふｸﾘｰﾑﾊﾟﾝ,ｸﾘｰﾑﾊﾟﾝ,843,105,75.6,する,する,する,する,001,スポット商品
080,菓子・パン,0018,敷島製パン　株式会社,07803,00,ﾊﾟｽｺﾘﾝｺﾞﾉﾊﾟﾝ,ﾊﾟｽｺ林檎のﾊﾟﾝ,林檎のﾊﾟﾝ,843,128,94.5,する,する,する,する,001,スポット商品
090,酒類,0030,日本酒販㈱金沢支店,07804,00,ｵｳｺﾞﾝｱﾝﾉｳｲﾓ1.8L,種子島黄金安納芋1.8L,安納芋1.8,931,1680,1490,する,する,する,する,001,スポット商品
090,酒類,0030,日本酒販㈱金沢支店,03363,01,ﾀﾈｶﾞｼﾏｵｳｺﾞﾝｱﾝﾉｳ,種子島黄金安納芋乙900ml,黄金安納,931,888,787,する,する,する,する,001,スポット商品
040,デリカ,0029,志のぶ商事㈱北陸支店,02594,02,ｳﾒﾁﾘﾒﾝｵﾆｷﾞﾘ,梅ちりめんおにぎり,梅ﾁﾘﾒﾝ,411,89,68,する,する,する,する,001,スポット商品
040,デリカ,0029,志のぶ商事㈱北陸支店,02595,02,ﾅｶｼﾞﾏﾅｵﾆｷﾞﾘ,中島菜おにぎり,中島菜ｵﾆｷﾞ,411,89,68,する,する,する,する,001,スポット商品
040,デリカ,0029,志のぶ商事㈱北陸支店,02593,02,ｼｬﾘｲﾁﾋｼﾞｷｵﾆｷﾞﾘ,ひじきおにぎり,ひじきｵﾆｷﾞ,411,89,68,する,する,する,する,001,スポット商品
010,青果物,0033,江口青果株式会社,00350,39,ｷﾞﾌｹﾝｻﾝﾆﾝｼﾞﾝ3ﾎﾝﾊﾟｯｸ,にんじんL3本,ﾆﾝｼﾞﾝ3本,113,125,100,する,する,する,する,001,スポット商品
010,青果物,0033,江口青果株式会社,00354,34,ﾅｶﾞﾉｹﾝｻﾝﾚﾀｽｼｭｳL1ﾀﾏ,ﾚﾀｽL 1玉,ﾚﾀｽ1玉,112,250,200,する,する,する,する,001,スポット商品
001,その他,0011,ジョイエム,99153,01,ﾎｸﾞﾈﾙ,JM外反母趾ほぐねる,ほぐねる,9999,1780,1353,する,しない,する,する,001,スポット商品
001,その他,0011,ジョイエム,99152,00,JMﾁｪｯｸｶﾞﾗﾈﾙﾏｼﾞｬﾏ,JMﾁｪｯｸ柄ﾈﾙﾊﾟｼﾞｬﾏ,ﾈﾙﾊﾟｼﾞｬﾏ,9999,1830,1375,する,しない,する,する,001,スポット商品
070,ドライ食品,0107,全日食(ドライ),03400,00,ﾊｳｽﾏｾﾞﾃﾏｼﾞｯｸ,ﾊｳｽまぜてﾏｼﾞｯｸ190g,まぜてﾏｼﾞｯ,739,248,190,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06840,02,ｺｸｻﾝｷﾞｭｳｺﾏﾆｸ180g,国産牛小肉間180g,牛小間180,211,548,450,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06841,02,ﾜｷﾞｭｳﾓﾓﾊﾞﾗｽﾗｲｽ180g,和牛ﾓﾓﾊﾞﾗｽﾗｲｽ180g,和牛ﾓﾓﾊﾞﾗ,211,988,810,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06842,03,ﾜｷﾞｭｳﾓﾓｽﾗｲｽ180g,和牛ﾓﾓｽﾗｲｽ180g,ﾓﾓｽﾗｲｽ,211,1210,990,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06843,02,ﾜｷﾞｭｳﾛｰｽｽｷﾔｷ180g,和牛ﾛｰｽすき焼180g,和牛ﾛｰｽ,211,1760,1440,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06844,02,ﾜｷﾞｭｳﾛｰｽｼｬﾌﾞｼｬﾌﾞ,和牛ﾛｰｽしゃぶしゃぶ180g,和牛ﾛｰｽ,211,1760,1440,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06845,02,ﾜｷﾞｭｳﾓﾓﾊﾞﾗﾔｷﾆｸ180,和牛ﾓﾓﾊﾞﾗ焼肉用180g,和牛ﾓﾓﾊﾞﾗ,211,988,810,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06846,03,ｺｸｻﾝﾌﾞﾀﾊﾞﾗﾔｷﾆｸﾖｳ180g,国産豚ﾊﾞﾗ焼肉用180g,豚ﾊﾞﾗ焼肉,221,330,270,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06847,03,ｺｸｻﾝﾌﾞﾀｺﾏﾆｸ180g,国産豚小間肉180g,豚小間180,221,238,195,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06848,03,ｺｸｻﾝﾌﾞﾀﾊﾞﾗｽﾗｲｽ180g,国産豚ﾊﾞﾗｽﾗｲｽ180g,豚ﾊﾞﾗｽﾗｲｽ,221,330,270,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06849,03,ｺｸｻﾝﾌﾞﾀﾓﾓｽｲﾗｲｽ180g,国産豚ﾓﾓｽﾗｲｽ180g,豚ﾓﾓｽﾗｲｽ,221,268,216,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06850,03,ｺｸｻﾝﾌﾞﾀﾓﾓｶｸｷﾘ180g,国産豚ﾓﾓ角切180g,豚ﾓﾓ角切,221,268,216,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06851,03,ｺｸｻﾝﾌﾞﾀﾛｰｽｽﾗｲｽ180g,国産豚ﾛｰｽｽﾗｲｽ180g,豚ﾛｰｽ,221,396,324,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06853,03,ﾌﾞﾀﾛｰｽｽﾃｰｷ90*3,国産豚ﾛｰｽｽﾃｰｷ用90g*3枚,豚ﾛｰｽ,221,622,510,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06854,02,ﾌﾞﾀｶﾀﾛｰｽﾄﾝｶﾂ100*3,国産豚肩ﾛｰｽﾄﾝｶﾂ100g*3枚,豚肩ﾄﾝｶﾂ,221,642,525,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,07737,01,ﾌﾞﾀｶﾀﾛｰｽｽﾗｲｽ180g,豚肩ﾛｰｽｽﾗｲｽ180g,豚肩ﾛｰｽ,221,394,323,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,06855,03,ﾌﾞﾀﾋﾚﾋﾄｸﾁｶﾂ180g,国産豚ひれ一口ｶﾂ用180g,豚ﾋﾚ一口,221,408,334,する,する,する,する,001,スポット商品
