665,,ハウス食品,バーモントカレー　甘口(12皿分),230g,171,238,67,28.15,18ヶ月,─,小麦・乳,100/1皿分,全日本食品,①②,,665,12,22,121,136,14,11
666,,ハウス食品,バーモントカレー　中辛(12皿分),230g,171,238,67,28.15,18ヶ月,─,小麦・乳,100/1皿分,全日本食品,,,665,12,22,121,136,14,11
667,,ハウス食品,バーモントカレー　辛口(12皿分),230g,171,238,67,28.15,18ヶ月,─,小麦・乳,101/1皿分,全日本食品,,,665,12,22,121,136,14,11
668,,ハウス食品,ジャワカレー甘口(9皿分),185g,195,268,73,27.24,18ヶ月,─,乳・小麦・落花生,112/1皿分,全日本食品,,,668,135,22,121,136,14,11
669,,ハウス食品,ジャワカレー中辛(9皿分),185g,195,268,73,27.24,18ヶ月,─,乳・小麦・落花生,111/1皿分,全日本食品,,,668,135,22,121,136,14,11
670,,ハウス食品,ジャワカレー辛口(9皿分),185g,195,268,73,27.24,18ヶ月,─,乳・小麦・落花生,111/1皿分,全日本食品,,,668,135,22,121,136,14,11
671,,ハウス食品,カリー屋カレー　甘口,200g,68,95,27,28.42,2年,─,小麦,175/1人前,全日本食品,,,671,258,22,121,136,14,11
672,,ハウス食品,カリー屋カレー　中辛,200g,68,95,27,28.42,2年,─,小麦,168/1人前,全日本食品,,,671,258,22,121,136,14,11
673,,ハウス食品,カリー屋カレー　辛口,200g,68,95,27,28.42,2年,─,小麦,174/1人前,全日本食品,,,671,258,22,121,136,14,11
674,,大塚食品,ボンカレーゴールド甘口,180g,97,133,36,27.07,2年,─,小麦・乳,147/1人前,全日本食品,,,674,381,22,121,136,14,11
675,,大塚食品,ボンカレーゴールド中辛,180g,97,133,36,27.07,2年,─,小麦・乳,148/1人前,全日本食品,,,674,381,22,121,136,14,11
676,,大塚食品,ボンカレーゴールド辛口,180g,97,133,36,27.07,2年,─,小麦・乳,149/1人前,全日本食品,,,674,381,22,121,136,14,11
677,,江崎グリコ,２段熟カレー　中辛(8皿分),144g,127,180,53,29.44,18ヶ月,─,小麦・乳,107/1皿分,全日本食品,③,,677,12,159,121,68,14,11
678,,江崎グリコ,ドライカレーの素 2人前,50.6g,82,115,33,28.7,1年,─,小麦・乳,69/1人前,全日本食品,,,678,135,159,121,68,14,11
679,,ヒガシマル醤油,しょう油焼めしの素　,3袋,95,129,34,26.36,18ヶ月,─,小麦・乳,─,全日本食品,,,679,258,159,121,68,14,11
680,,ヒガシマル醤油,とり塩焼めしの素,3袋,95,129,34,26.36,18ヶ月,─,小麦・乳,─,全日本食品,,,680,381,159,121,68,14,11
681,,ハウス食品,シチューミクス　クリーム(10皿分),190g,171,238,67,28.15,18ヶ月,─,小麦・乳,82/1皿分,全日本食品,④,,681,12,228,121,68,14,11
682,,丸美屋食品工業,松茸釜めしの素,140g,248,333,85,25.53,1年,─,小麦,50/1人前,全日本食品,,,682,135,228,121,68,14,11
683,,丸美屋食品工業,とり釜めしの素,134g,148,218,70,32.11,1年,─,小麦,72/1人前,全日本食品,,,683,258,228,121,68,14,11
684,,丸美屋食品工業,五目釜めしの素,147g,148,218,70,32.11,1年,─,小麦,71/1人前,全日本食品,,,684,381,228,121,68,14,11
685,,丸美屋食品工業,麻婆豆腐の素　中辛,162g,144,200,56,28,1年,─,小麦,62/1人前,全日本食品,⑤,,685,12,297,121,68,14,11
686,,永谷園,麻婆春雨　中辛　３人前,143g,198,278,80,28.78,1年,─,小麦,415/1袋,全日本食品,,,686,135,297,121,68,14,11
687,,タマノイ酢,すしのこ,75g,112,153,41,26.8,2年,─,─,302/100g,全日本食品,,,687,258,297,121,68,14,11
688,,永谷園,すし太郎黒酢入り,200.6g,196,278,82,29.5,1年,─,小麦,150/1袋,全日本食品,,,688,381,297,121,68,14,11
689,,永谷園,生みそ汁　あさげ3食入,18.1g*3,87,123,36,29.27,6ヶ月,─,小麦,30/1食,全日本食品,⑥,,689,12,366,121,68,14,11
690,,永谷園,生みそ汁　ゆうげ3食入,18.1g*3,87,123,36,29.27,6ヶ月,─,小麦,29/1食,全日本食品,,,690,135,366,121,68,14,11
691,,永谷園,1杯でしじみ70個分のちから　みそ汁3食,58.8g,89,123,34,27.64,180日,─,乳・小麦,32/1食,全日本食品,,,691,258,366,121,68,14,11
692,,マルコメ,生みそ汁　料亭の味　わかめ　12食,18g*12,74,103,29,28.16,180日,─,─,29/1食,全日本食品,,,692,381,366,121,68,14,11
