581,,フジッコ,日高だし昆布,40g,245,345,100,28.98550725,1年,─,─,─,,,,581,7,21,123,70,12,9
582,,安田食品,さざなみ,38g,148,208,60,28.84615385,1年,─,小麦,237/100g,,,,582,130,21,125,70,12,9
583,,フジッコ,純とろ　大袋,26g,158,218,60,27.52293578,10ヶ月,─,─,203/100g,,,,583,255,21,124,70,12,9
584,,ヤマトタカハシ,とろろ昆布　即,40g,145,208,63,30.28846154,10ヶ月,─,─,117/100g,,,,584,379,21,125,70,12,9
585,,ニコニコのり,味おかずのり(九州有明海産),8袋入,215,305,90,29.50819672,9ヶ月,─,小麦・えび,約179/100g,,,,585,7,90,123,70,12,9
586,,小善本店,韓国味付のり,8枚*3,71,96,25,26.04166667,1年,─,─,─,,,,586,130,90,125,70,12,9
587,,ニコニコのり,おにぎり亭焼のり(国産),半切10枚,140,198,58,29.29292929,9ヶ月,─,─,約188/100g,,,,587,255,90,124,70,12,9
588,,はごろもフーズ,焼のり全型１０枚　潮乃膳,10枚,180,258,78,30.23255814,9ヶ月,─,─,約188/100g,,,,588,379,90,125,70,12,9
589,,ヤマナカフーズ,姫ひじき　特小,17g,80,123,43,34.95934959,1年,─,─,139/100g,,,,589,7,159,123,70,12,9
590,,理研ビタミン,ふえるわかめちゃん (韓国産),30g,143,208,65,31.25,1年,─,─,44/100g,,,,590,130,159,125,70,12,9
591,,ヤマナカフーズ,きざみ昆布(北海道産昆布使用),25g,135,189,54,28.57142857,1年,─,─,約138/100g,,,,591,255,159,124,70,12,9
592,,ヤマキ,塩無添加　食べる小魚,40g,165,228,63,27.63157895,1年,─,─,300/100g,,,,592,379,159,125,70,12,9
593,,ヤマキ,マイルドパック,2.5g*10,196,268,72,26.86567164,1年,─,─,340/100g,,,,593,7,229,123,70,12,9
594,,真田,山城屋　無漂白寒天,2P,140,198,58,29.29292929,1年,─,─,154/100g,,,,594,130,229,125,70,12,9
595,,ヤマト食品,桜でんぶ,30g,88,138,50,36.23188406,180日,着色料:赤色106号,─,約278/100g,,,,595,255,229,124,70,12,9
596,,ヤマヒデ食品,紅えび,20g,88,138,50,36.23188406,180日,─,えび,55/1袋,,,,596,379,229,125,70,12,9
597,,真田,山城屋　きくらげ,18g,72,100,28,28,1年,─,─,約167/100g,,,,597,7,299,123,70,12,9
598,,森井食品,ひょうたん印　春雨,130g,118,170,52,30.58823529,2年,─,─,342/100g,,,,598,130,299,125,70,12,9
