1161,,ライオン,リード冷凍保存バッグ中,20枚,158,228,70,30.7,─,─,─,─,全日本食品,①,,1161,519,22,99,69,23,20
1162,,マルアイ,消臭袋　キッチンの生ゴミ用 300mm×400mm,20枚,165,228,63,27.63,─,─,─,─,全日本食品,,,1162,618,22,99,69,23,20
1163,,セイケツネット,分別用45リットルポリ袋　半透明,10枚,92,128,36,28.13,─,─,─,─,全日本食品,,,1163,715,22,148,69,23,20
1164,,セイケツネット,分別用45リットルポリ袋　青,10枚,92,128,36,28.13,─,─,─,─,全日本食品,,,1163,715,22,148,69,23,20
1165,,セイケツネット,分別用45リットルポリ袋　黒,10枚,92,128,36,28.13,─,─,─,─,全日本食品,,,1163,715,22,148,69,23,20
1166,,クレハ,ダストマン　○（マル)　水切りゴミ袋,20枚,161,228,67,29.39,─,─,─,─,全日本食品,②,,1166,863,22,148,69,23,20
1167,,クレハ,ダストマン　▽(サンカク)　水切りゴミ袋,20枚,161,228,67,29.39,─,─,─,─,全日本食品,,,1166,863,22,148,69,23,20
1168,,キクロン,キクロンＡ,1P,97,143,46,32.17,─,─,─,─,全日本食品,,,1168,519,89,131,69,23,20
1169,,キクロン,リエール　パームたわし,1P,65,98,33,33.67,─,─,─,─,全日本食品,,,1169,641,89,131,69,23,20
1170,,キクロン,リエールキッチンネット,1P,72,108,36,33.33,─,─,─,─,全日本食品,,,1170,764,89,131,69,23,20
1171,,ボンスター販売,カールケートステンレス,30g,83,128,45,35.16,─,─,─,─,全日本食品,,,1171,887,89,131,69,23,20
1172,,ショーワグローブ,ナイスハンド　薄手　ピンク,Mｻｲｽﾞ,83,118,35,29.66,─,─,─,─,全日本食品,③,,1172,519,158,198,69,23,20
1173,,ショーワグローブ,ナイスハンド　中厚手　ピンク,Mｻｲｽﾞ,164,228,64,28.07,─,─,─,─,全日本食品,,,1172,519,158,198,69,23,20
1174,,ショーワグローブ,ナイスハンド　厚手　ピンク,Mｻｲｽﾞ,230,328,98,29.88,─,─,─,─,全日本食品,,,1172,519,158,198,69,23,20
1175,,おたふく手袋,軍手　日本一　5番12双,1袋,250,333,83,24.92,─,─,─,─,全日本食品,,,1175,715,158,99,69,23,20
1176,,オカモト,布テープ　５０ｍｍ×２５ｍ,１個,262,440,178,40.45,─,─,─,─,全日本食品,,,1176,814,158,99,69,23,20
1177,,オカモト,クラフト５０ｍｍ×５０ｍ,１個,152,248,96,38.71,─,─,─,─,全日本食品,,,1177,913,158,99,69,23,20
1178,,やなぎプロダクツ,生活上品　元禄,20膳,57,95,38,40,─,─,─,─,全日本食品,④,,1178,519,227,99,69,23,20
1179,,やなぎプロダクツ,ポリ完封エコ箸　楊枝入,100膳,110,168,58,34.52,─,─,─,─,全日本食品,,,1179,618,227,99,69,23,20
1180,,やなぎプロダクツ,妻楊枝　小,L-350,64,95,31,32.63,─,─,─,─,全日本食品,,,1180,715,227,99,69,23,20
1181,,サンナップ,ホワイトプレート　18cm,10枚,90,128,38,29.69,─,─,─,─,全日本食品,,,1181,814,227,198,69,23,20
1182,,サンナップ,プラストカップ　215ml,10個,50,78,28,35.9,─,─,─,─,全日本食品,,,1181,814,227,198,69,23,20
1183,,サンナップ,ペーパーボウル　410ml,5枚,128,178,50,28.09,─,─,─,─,全日本食品,,,1181,814,227,198,69,23,20
1184,,サンナップ,フードパックお弁当中サイズ,3ﾊﾟｯｸ,121,178,57,32.02,─,─,─,─,全日本食品,,,1181,814,227,198,69,23,20
1185,,東邦金属工業,シャトル　ガスボンベ　３本,3本,275,358,83,23.18,─,─,─,─,全日本食品,⑤,,1185,519,296,87,69,23,20
1186,,大日本除虫菊,キンチョール　小,300ml,367,498,131,26.31,─,─,─,─,全日本食品,,,1186,605,296,87,69,23,20
1187,,アース製薬,アースジェット　小,300ml,162,228,66,28.95,─,─,─,─,全日本食品,,,1187,690,296,87,69,23,20
1188,,アース製薬,ゴキジェットプロ　小,300ml,398,555,157,28.29,─,─,─,─,全日本食品,,,1188,776,296,87,69,23,20
1189,,P&G,ファブリーズ除菌プラス本体,370ml,423,568,145,25.53,─,─,─,─,全日本食品,,,1189,864,296,146,69,23,20
1190,,P&G,ファブリーズ除菌プラス詰替,320ml,335,468,133,28.42,─,─,─,─,全日本食品,,,1189,864,296,146,69,23,20
1191,,アース製薬,バスロマン　森林温浴,680g,383,555,172,30.99,─,─,─,─,全日本食品,⑥,,1191,519,365,198,69,23,20
1192,,アース製薬,バスロマン　スキンケアコラーゲン,680g,383,555,172,30.99,─,─,─,─,全日本食品,,,1191,519,365,198,69,23,20
1193,,アース製薬,バスロマン　濃厚ジャスミン仕立て　,850g,383,555,172,30.99,─,─,─,─,全日本食品,,,1191,519,365,198,69,23,20
1194,,小林製薬,ブルーレットおくだけ　ブーケ詰替,25g,169,238,69,28.99,─,─,─,─,全日本食品,,,1194,715,365,99,69,23,20
1195,,小林製薬,ブルーレット　ドボン,60g,147,208,61,29.33,─,─,─,─,全日本食品,,,1195,814,365,99,69,23,20
1196,,パナソニック,延長コードX  ホワイトWHA4913WP,3m,565,780,215,27.56,─,─,─,─,全日本食品,,,1196,913,365,99,69,23,20
1197,,パナソニック,アルカリ電池　単１　２ＳＰ,2SP,315,448,133,29.69,─,─,─,─,全日本食品,⑦,,1197,519,434,198,69,23,20
1198,,パナソニック,アルカリ電池　単２　２ＳＰ,2SP,216,315,99,31.43,─,─,─,─,全日本食品,,,1197,519,434,198,69,23,20
1199,,パナソニック,アルカリ電池　単３　４ＳＰ,4SP,290,380,90,23.68,─,─,─,─,全日本食品,,,1197,519,434,198,69,23,20
1200,,パナソニック,アルカリ電池　単４　４ＳＰ,4SP,290,380,90,23.68,─,─,─,─,全日本食品,,,1197,519,434,198,69,23,20
1201,,当矢燐寸,マッチ　徳用,大,125,189,64,33.86,─,─,─,─,全日本食品,,,1201,715,434,99,69,23,20
1202,,ライテック,優火スリム(点火ライター),1本,147,210,63,30,─,─,─,─,全日本食品,,,1202,814,434,99,69,23,20
1203,,ライテック,バースライター　CR対応,1本,30,58,28,48.28,─,─,─,─,全日本食品,,,1203,913,434,99,69,23,20
1204,,ライオン,キレイキレイ泡が出る薬用消毒液ポンプ,250ml,425,578,153,26.47,─,─,─,─,全日本食品,⑧,,1204,519,503,131,69,23,20
1205,,アイエヌティー,サージカルマスク(使い捨てマスク),50枚,398,568,170,29.93,─,─,─,─,全日本食品,,,1205,641,503,131,69,23,20
1206,,興和新薬,三次元型マスク　普通,5枚,234,368,134,36.41,─,─,─,─,全日本食品,,,1206,764,503,131,69,23,20
1207,,興和新薬,三次元型マスク　女性用,5枚,234,368,134,36.41,─,─,─,─,全日本食品,,,1206,764,503,131,69,23,20
1208,,小林製薬,熱さまシート大人用　,6枚,290,398,108,27.14,─,─,─,─,全日本食品,,,1208,887,503,131,69,23,20
1209,,丸富製紙,花束12ロール　シングル,55m,235,318,83,26.1,─,─,─,─,全日本食品,⑨,,1209,519,572,131,69,23,20
1210,,,花束12ロール　ダブル,30m,235,318,83,26.1,─,─,─,─,全日本食品,,,1209,519,572,131,69,23,20
1211,,大王製紙,エリエール１２ロール　シングル,60m*12R,370,498,128,25.7,─,─,─,─,全日本食品,,,1211,641,572,131,69,23,20
1212,,,エリエール１２ロール　ダブル,30m*12R,370,498,128,25.7,─,─,─,─,全日本食品,,,1211,641,572,131,69,23,20
1213,,大王製紙,エリエールティシューキュート160W,1P,45.6,68,22.4,32.94,─,─,─,─,全日本食品,,,1213,764,572,131,69,23,20
1214,,大王製紙,エリエールティシューキュート160W,5P,228,298,70,23.49,─,─,─,─,全日本食品,,,1213,764,572,131,69,23,20
