1071,,パスコ,超熟食パン,４枚,132.3,190,57.7,30.36842105,お届け日を含め3日,─,小麦・乳,244/1枚,パスコ,,,1071,519,21,124,70,21,18
1072,,パスコ,超熟食パン,５枚,132.3,190,57.7,30.36842105,お届け日を含め3日,─,小麦・乳,196/1枚,パスコ,,,1072,643,21,124,70,21,18
1073,,パスコ,超熟食パン,６枚,132.3,190,57.7,30.36842105,お届け日を含め3日,─,小麦・乳,163/1枚,パスコ,,,1073,767,21,124,70,21,18
1074,,パスコ,超熟食パン,８枚,132.3,190,57.7,30.36842105,お届け日を含め3日,─,小麦・乳,123/1枚,パスコ,,,1074,891,21,124,70,21,18
1075,,パスコ,超熟ライ麦入り食パン,６枚,138.6,199,60.4,30.35175879,お届け日を含め3日,─,小麦・乳,147/1枚,パスコ,,,1075,519,90,124,70,21,18
1076,,パスコ,麦のめぐみ全粒粉入り食パン,６枚,138.6,199,60.4,30.35175879,お届け日を含め3日,─,小麦・乳,155/1枚,パスコ,,,1076,643,90,124,70,21,18
1077,,パスコ,ファミリーモーニング,５枚,78.12,120,41.88,34.9,お届け日を含め3日,─,小麦・乳,193/1枚,パスコ,,,1077,767,90,124,70,21,18
1078,,パスコ,ファミリーモーニング,６枚,78.12,120,41.88,34.9,お届け日を含め3日,─,小麦・乳,161/1枚,パスコ,,,1078,891,90,124,70,21,18
1079,,パスコ,超熟食パン,３枚,69.3,103,33.7,32.7184466,お届け日を含め3日,─,小麦・乳,166/1枚,パスコ,,,1079,519,159,124,70,21,18
1080,,パスコ,ちぎりパン,1袋,113.4,170,56.6,33.29411765,お届け日を含め3日,─,小麦・卵・乳,854/1袋,パスコ,,,1080,643,159,124,70,21,18
1081,,パスコ,白い食卓ロール６個入,1袋,94.5,138,43.5,31.52173913,お届け日を含め2日,─,小麦・乳,96/１個,パスコ,,,1081,767,159,124,70,21,18
1082,,パスコ,ミニクロワッサン６個入,１袋,113.4,170,56.6,33.29411765,お届け日を含め3日,─,小麦・卵・乳,100/1個,パスコ,,,1082,891,159,124,70,21,18
1083,,パスコ,スナックパン,８本入,107.1,160,52.9,33.0625,お届け日を含め5日,─,小麦・卵・乳,107/1本,パスコ,,,1083,519,229,124,70,21,18
1084,,パスコ,スナックパン野菜と果物,８本入,107.1,160,52.9,33.0625,お届け日を含め5日,─,小麦・卵・乳,109/1本,パスコ,,,1084,643,229,124,70,21,18
1085,,パスコ,こだわり製法　十勝つぶあんぱん,1袋,69.3,105,35.7,34,お届け日を含め3日,─,小麦・卵・乳,356/1袋,パスコ,,,1085,767,229,124,70,21,18
1086,,パスコ,こだわり製法　ｶｽﾀｰﾄﾞｸﾘｰﾑﾊﾟﾝ,1袋,69.3,105,35.7,34,お届け日を含め3日,─,小麦・卵・乳,298/1袋,パスコ,,,1086,891,229,124,70,21,18
1087,,パスコ,こだわり製法　つぶいちごジャムパン,1袋,69.3,105,35.7,34,お届け日を含め4日,─,小麦・卵・乳,255/1袋,パスコ,,,1087,519,299,124,70,21,18
1088,,パスコ,こだわり製法　十勝こしあんﾊﾟﾝ,1袋,69.3,105,35.7,34,お届け日を含め3日,─,小麦・卵・乳,321/1袋,パスコ,,,1088,643,299,124,70,21,18
1089,,パスコ,こだわり製法　白あんぱん,1袋,69.3,105,35.7,34,お届け日を含め3日,─,小麦・卵・乳,333/1個,パスコ,,,1089,767,299,124,70,21,18
1090,,パスコ,サクふわっメロンパン,1袋,69.3,105,35.7,34,お届け日を含め4日,─,小麦・卵・乳,415/1個,パスコ,,,1090,891,299,124,70,21,18
1091,,パスコ,ホットケーキサンド2個入マーガリン,1袋,63,96,33,34.375,お届け日を含め4日,─,小麦・卵・乳,209/1個,パスコ,,,1091,519,368,124,70,21,18
1092,,パスコ,ホットケーキサンド2個入メープル&マーガリン,1袋,63,96,33,34.375,お届け日を含め4日,─,小麦・卵・乳,193/1個,パスコ,,,1092,643,368,124,70,21,18
1093,,パスコ,サンドロール小倉&ﾈｵﾏｰｶﾞﾘﾝ,1袋,61.74,95,33.26,35.01052632,お届け日を含め4日,─,小麦・卵・乳,393/1袋,パスコ,,,1093,767,368,124,70,21,18
1094,,パスコ,サンドロールチョコレート,1袋,61.74,95,33.26,35.01052632,お届け日を含め4日,─,小麦・卵・乳,402/1袋,パスコ,,,1094,891,368,124,70,21,18
1095,,パスコ,サンドロールダブルメロン,1袋,61.74,95,33.26,35.01052632,お届け日を含め4日,─,小麦・卵・乳,352/1袋,パスコ,,,1095,519,437,124,70,21,18
1096,,パスコ,サンドロールダブルバナナ,1袋,61.74,95,33.26,35.01052632,お届け日を含め4日,─,小麦・卵・乳,357/1袋,パスコ,,,1096,643,437,124,70,21,18
1097,,パスコ,サンドロールつぶピーナッツ,1袋,61.74,95,33.26,35.01052632,お届け日を含め4日,─,小麦・卵・乳・落花生,414/1袋,パスコ,,,1097,767,437,124,70,21,18
1098,,パスコ,あらびきソーセージ,１袋,69.3,103,33.7,32.7184466,お届け日を含め2日,─,小麦・卵・乳,316/1袋,パスコ,,,1098,891,437,124,70,21,18
1099,,パスコ,スティックタイム３本入　たまご,１袋,75.6,115,39.4,34.26086957,お届け日を含め2日,─,小麦・卵・乳,133/1本,パスコ,,,1099,519,507,124,70,21,18
1100,,パスコ,スティックタイム３本入　ハムチーズ,１袋,75.6,115,39.4,34.26086957,お届け日を含め2日,─,小麦・卵・乳,126/1本,パスコ,,,1100,643,507,124,70,21,18
1101,,パスコ,白大福,1個,50.4,77,26.6,34.54545455,お届け日を含め2日,─,卵,─,パスコ,,,1101,767,507,124,70,21,18
1102,,パスコ,草大福,1個,50.4,77,26.6,34.54545455,お届け日を含め2日,─,卵,─,パスコ,,,1102,891,507,124,70,21,18
1103,,パスコ,十勝バタースティック,６本入,119.7,180,60.3,33.5,お届け日を含め3日,─,小麦・卵・乳,121/1本,パスコ,,,1103,519,576,124,70,21,18
1104,,パスコ,三角蒸しパン,1袋,69.3,105,35.7,34,お届け日を含め2日,─,小麦・卵・乳,524/1個,パスコ,,,1104,643,576,124,70,21,18
