0,配達適用外地域,無し,172,
1,額,月木,172,1
3,戸板,月木,172,1
5,金石,月木,172,1
7,諸江,月木,172,1
2,西南部,火金,172,2
4,田上,火金,172,2
6,弥生,火金,172,2
8,平和町,火金,172,2
50,白山,水土,172,3
51,松任,水土,172,3
52,成,水土,172,3
53,内灘,水土,172,3
