35,29,志のぶ商事㈱北陸支店,6,40,デリカ,2,1,スポット商品,2051,3,415,志）味宝彩 雅寿司3ｺ入,ﾐﾔﾋﾞｽﾞｼ3ｺｲﾘ,雅寿司3ｺ,1,370,233,2014/3/31 8:46,2014/3/31 8:46
35,29,志のぶ商事㈱北陸支店,6,40,デリカ,2,1,スポット商品,444,5,415,竹勘ます寿し　半月,ﾏｽｽﾞｼﾊﾝｹﾞﾂ,ﾏｽ寿司(半,1,494,311,2014/3/31 8:46,2014/3/31 8:46
35,29,志のぶ商事㈱北陸支店,6,40,デリカ,2,1,スポット商品,2662,2,411,包装おむすび鮭,ﾎｳｿｳｵﾑｽﾋﾞｻｹ,包装鮭,1,103,68,2014/3/31 8:46,2014/3/31 8:46
35,29,志のぶ商事㈱北陸支店,6,40,デリカ,2,1,スポット商品,2661,2,411,包装おむすび昆布,ﾎｳｿｳｵﾑｽﾋﾞｺﾝﾌﾞ,包装昆布,1,103,68,2014/3/31 8:46,2014/3/31 8:46
35,29,志のぶ商事㈱北陸支店,6,40,デリカ,2,1,スポット商品,2660,2,411,包装おむすび梅,ﾎｳｿｳｵﾑｽﾋﾞｳﾒ,包装うめ,1,103,68,2014/3/31 8:46,2014/3/31 8:46
119,102,全日食(精肉･加工肉),5,20,精肉・加工肉,2,1,スポット商品,3483,1,271,日本ﾊﾑﾃﾞﾘﾆｭｰｽﾞ牛ｽｼﾞ6本,ｷﾞｭｳｽｼﾞ6ﾎﾝ,牛ｽｼﾞ6本,1,327,200,2014/3/31 8:46,2014/3/31 8:46
119,102,全日食(精肉･加工肉),5,20,精肉・加工肉,2,1,スポット商品,3532,0,271,加賀白山ﾄﾞﾗｲｿｰｾｰｼﾞ95g,ﾄﾞﾗｲｿｰｾｰｼﾞ,ﾄﾞﾗｲ,1,306,198,2014/3/31 8:46,2014/3/31 8:46
119,102,全日食(精肉･加工肉),5,20,精肉・加工肉,2,1,スポット商品,3531,0,271,伊藤ﾊﾑ串付ﾐﾆﾌﾗﾝｸ７本,ｸｼﾂｷﾐﾆﾌﾗﾝｸ,ﾐﾆﾌﾗﾝｸ,1,306,200,2014/3/31 8:46,2014/3/31 8:46
119,102,全日食(精肉･加工肉),5,20,精肉・加工肉,2,1,スポット商品,3530,0,271,伊藤ﾊﾟﾙｷｰ皮なしｳｲﾝﾅｰ59g,ﾊﾟﾙｷｰｶﾜﾅｼｳｲﾝﾅｰ,皮なしｳｲﾝ,1,112,73,2014/3/31 8:46,2014/3/31 8:46
119,102,全日食(精肉･加工肉),5,20,精肉・加工肉,2,1,スポット商品,3528,0,271,ｼｬｳｴｯｾﾝ127g,ｼｬｳｴｯｾﾝ127g,ｼｬｳｴｯｾﾝ,1,306,194,2014/3/31 8:46,2014/3/31 8:46
