20,精肉・加工肉,102,全日食(精肉･加工肉),5403,0,ﾆﾎﾝﾊﾑｶｸﾆ,日本ﾊﾑ 角煮(ﾄﾝﾎﾟｰﾛｰ)125g,角煮,279,348,253
50,ディリー食品,105,全日食(和日配）,5402,0,ｱｷﾔｶﾗｼﾂﾞｹﾅｽｺｸｻﾝ,あきや からし漬(ﾅｽ国産),からし漬け,515,188,140
50,ディリー食品,105,全日食(和日配）,5401,0,ｵｲｼｲﾀｲｲﾘﾌﾄﾁｸﾜ,一正おいしい鯛入太ﾁｸﾜ3本,太ちくわ,516,118,89
50,ディリー食品,105,全日食(和日配）,5401,1,ｵｲｼｲﾀｲｲﾘﾌﾄﾁｸﾜ,一正おいしい鯛入太ﾁｸﾜ3本,一正おいし,516,112,89
50,ディリー食品,105,全日食(和日配）,5414,0,ﾄｳﾆｭｳｲﾘｸｽﾞﾓﾁ,ふじや豆乳入くずもち110g,くずもち,518,110,79
50,ディリー食品,1,森永乳業,5404,0,ｺｰﾗｽｳｫｰﾀｰ,Mｺｰﾗｽｳｫｰﾀｰ900ml,ｺｰﾗｽ900ml,574,88,56
50,ディリー食品,1,森永乳業,5404,1,ｺｰﾗｽｳｫｰﾀｰ,Mｺｰﾗｽｳｫｰﾀｰ900ml,ｺｰﾗｽ900ml,574,89,56
70,ドライ食品,107,全日食(ドライ),5409,0,ﾘｮｳﾃｲﾉｱｼﾞｱｵｻ,ﾏﾙｺﾒお徳用料亭の味ｱｵｻ6食,料亭の味,713,198,150
70,ドライ食品,107,全日食(ドライ),5410,0,ｴﾄﾞﾑﾗｻｷ,桃屋江戸ﾑﾗｻｷ唐辛子ﾉﾘ105g,江戸ﾑﾗｻｷ,714,258,187
70,ドライ食品,107,全日食(ドライ),5412,0,ｱｼﾞﾂｹｼｵｺｼｮｳ,SB味付塩こしょう250g,味付塩ｺｼｮｳ,733,228,179
70,ドライ食品,107,全日食(ドライ),5411,0,ｼｭｶﾞｰﾄｰｽﾄｷﾅｺｱｹﾞﾊﾟﾝﾌｳﾐ,ｿ)ｼｭｶﾞｰﾄｰｽﾄ黄粉揚げﾊﾟﾝ風,ｼｭｶﾞｰﾄｰｽﾄ,749,198,153
80,菓子・パン,18,敷島製パン　株式会社,5408,0,ﾊﾑﾏﾖｿｰｽ,Pふんわりﾊﾑﾏﾖｿｰｽ,ﾊﾑﾏﾖｿｰｽ,842,89,63
80,菓子・パン,18,敷島製パン　株式会社,5405,0,ｸﾙﾐﾄｱﾝﾉｺｸﾄｳﾊﾟﾝ,Pくるみとあんの黒糖ﾊﾟﾝ,黒糖ﾊﾟﾝ,843,95,69.3
80,菓子・パン,18,敷島製パン　株式会社,5405,1,ｸﾙﾐﾄｱﾝﾉｺｸﾄｳﾊﾟﾝ,Pくるみとあんの黒糖ﾊﾟﾝ,黒糖ﾊﾟﾝ,843,98,69.3
80,菓子・パン,18,敷島製パン　株式会社,5406,0,ｳｼﾞﾏｯﾁｬﾉﾀﾙﾄ,P宇治抹茶のﾀﾙﾄ,宇治抹茶ﾀﾙ,843,100,75.6
80,菓子・パン,18,敷島製パン　株式会社,5407,0,ﾀﾞﾌﾞﾙｶｽﾀｰﾄﾞﾄﾞｰﾅﾂ,Pﾀﾞﾌﾞﾙｶｽﾀｰﾄﾞﾄﾞｰﾅﾂ,ｶｽﾀｰﾄﾞﾄﾞｰﾅ,843,100,75.6
50,ディリー食品,105,全日食(和日配）,5338,0,ﾗｸﾖｳｴﾋﾞｲﾘｼｭｳﾏｲ,楽陽えび入り焼売115g,ｴﾋﾞ入ｼｭｳﾏｲ,518,115,86
50,ディリー食品,105,全日食(和日配）,5339,0,ﾗｸﾖｳｶﾆｲﾘｼｭｳﾏｲ,楽陽かに入り焼売115g,ｶﾆ入ｼｭｳﾏｲ,518,115,86
