861,,キリンビバレッジ,ボルヴィック,500ml,66,105,39,37.14,3年,─,─,─,キリンビバレッジ,①,,861,12,22,121,68,18,15
862,,キリンビバレッジ,ボルヴィック,500ml 24本,1584,2280,696,30.53,3年,─,─,─,キリンビバレッジ,,,861,12,22,121,68,18,15
863,,あづみ野,安曇野のやさし水,2?,63,85,22,25.88,2年,─,─,─,全日本食品,,,863,135,22,121,68,18,15
864,,あづみ野,安曇野のやさし水,2?　6本,378,498,120,24.1,2年,─,─,─,全日本食品,,,863,135,22,121,68,18,15
865,,サントリー,天然水　南アルプス,550ml,70,95,25,26.32,1年,─,─,─,全日本食品,,,865,258,22,121,68,18,15
866,,サントリー,天然水　南アルプス,550ml 24本,1680,2250,570,25.33,1年,─,─,─,全日本食品,,,865,258,22,121,68,18,15
867,,サントリー,天然水　南アルプス,2?,76,103,27,26.21,1年,─,─,─,全日本食品,,,867,381,22,121,68,18,15
868,,サントリー,天然水　南アルプス,2? 6本,456,610,154,25.25,1年,─,─,─,全日本食品,,,867,381,22,121,68,18,15
869,,サントリー,烏龍茶　ペット,2?,129,189,60,31.75,1年,─,─,─,全日本食品,②,,869,12,90,121,68,18,15
870,,サントリー,烏龍茶　ペット,2? 6本,774,1098,324,29.51,1年,─,─,─,全日本食品,,,869,12,90,121,68,18,15
871,,アサヒ飲料,十六茶,2?,145,189,44,23.28,9ヶ月,─,─,─,全日本食品,,,871,135,90,121,68,18,15
872,,アサヒ飲料,十六茶,2? 6本,870,1130,260,23.01,9ヶ月,─,─,─,全日本食品,,,871,135,90,121,68,18,15
873,,伊藤園,おーいお茶　緑茶,525ml,70,95,25,26.32,9ヶ月,─,─,─,全日本食品,,,873,258,90,121,68,18,15
874,,伊藤園,おーいお茶　緑茶,525ml 24本,1680,2250,570,25.33,9ヶ月,─,─,─,全日本食品,,,873,258,90,121,68,18,15
875,,伊藤園,おーいお茶　緑茶,2?,129,189,60,31.75,9ヶ月,─,─,─,全日本食品,,,875,381,90,121,68,18,15
876,,伊藤園,おーいお茶　緑茶,2? 6本,774,1098,324,29.51,9ヶ月,─,─,─,全日本食品,,,875,381,90,121,68,18,15
877,,サントリー,緑茶　伊右衛門,500ml,70,95,25,26.32,8ヶ月,─,─,─,全日本食品,③,,877,12,159,121,68,18,15
878,,サントリー,緑茶　伊右衛門,525ml 24本,1680,2250,570,25.33,8ヶ月,─,─,─,全日本食品,,,877,12,159,121,68,18,15
879,,コカコーラ,爽健美茶,2?,175,238,63,26.47,1年,─,─,─,コカコーラ,,,879,135,159,121,68,18,15
880,,コカコーラ,爽健美茶,2? 6本,1050,1390,340,24.46,1年,─,─,─,コカコーラ,,,879,135,159,121,68,18,15
881,,コカコーラ,特定保健用食品　伊右衛門　特茶,500ml,108,170,62,36.47,8ヶ月,─,─,─,サントリー,,“体脂肪を減らす”のを助ける初の特定保健用食品です。,881,258,159,121,68,18,15
882,,コカコーラ,特定保健用食品　伊右衛門　特茶,500ml　24本,2592,4080,1488,36.47,8ヶ月,─,─,─,サントリー,,“体脂肪を減らす”のを助ける初の特定保健用食品です。,881,258,159,121,68,18,15
883,,コカコーラ,からだすこやか茶W,350ml,105,145,40,27.59,10ヶ月,─,─,─,コカコーラ,,脂肪の吸収を抑えると同時に、糖の吸収をおだやかにする2つの働きをもつ特定保健用食品です。,883,381,159,121,68,18,15
884,,コカコーラ,からだすこやか茶W,350ml 24本,2520,3480,960,27.59,10ヶ月,─,─,─,コカコーラ,,脂肪の吸収を抑えると同時に、糖の吸収をおだやかにする2つの働きをもつ特定保健用食品です。,883,381,159,121,68,18,15
885,,コカコーラ,アクエリアス,500ml,80,103,23,22.33,6ヶ月,─,─,19/100ml,コカコーラ,④,,885,12,228,121,68,18,15
886,,コカコーラ,アクエリアス,500ml 24本,1920,2430,510,20.99,6ヶ月,─,─,19/100ml,コカコーラ,,,885,12,228,121,68,18,15
887,,コカコーラ,アクエリアス,2?,175,238,63,26.47,10ヶ月,─,─,19/100ml,コカコーラ,,,887,135,228,121,68,18,15
888,,コカコーラ,アクエリアス,2? 6本,1048.57,1390,341.4285714,24.56,10ヶ月,─,─,19/100ml,コカコーラ,,,887,135,228,121,68,18,15
889,,大塚製薬,ポカリスエット　ペット,500ml,91,123,32,26.02,6ヶ月,─,─,25/100ml,全日本食品,,,889,258,228,121,68,18,15
890,,大塚製薬,ポカリスエット　ペット,500ml 24本,2184,2840,656,23.1,6ヶ月,─,─,25/100ml,全日本食品,,,889,258,228,121,68,18,15
891,,大塚製薬,ポカリスエット,1.5?,160,208,48,23.08,6ヶ月,─,─,25/100ml,全日本食品,,,891,381,228,121,68,18,15
892,,大塚製薬,ポカリスエット,1.5? 8本,1280,1640,360,21.95,6ヶ月,─,─,25/100ml,全日本食品,,,891,381,228,121,68,18,15
893,,サントリー,C.C.レモン,500ml,75,103,28,27.18,6ヶ月,─,─,40/100ml,全日本食品,⑤,,893,12,297,121,68,18,15
894,,サントリー,C.C.レモン,500ml 24本,1800,2450,650,26.53,6ヶ月,─,─,40/100ml,全日本食品,,,893,12,297,121,68,18,15
895,,サントリー,C.C.レモン,1.5?,145,189,44,23.28,6ヶ月,─,─,40/100ml,全日本食品,,,895,135,297,121,68,18,15
896,,サントリー,C.C.レモン,1.5? 8本,1160,1510,350,23.18,6ヶ月,─,─,40/100ml,全日本食品,,,895,135,297,121,68,18,15
897,,アサヒ飲料,三ツ矢サイダー,500ml,75,103,28,27.18,6ヶ月,─,─,42/100ml,全日本食品,,,897,258,297,121,68,18,15
898,,アサヒ飲料,三ツ矢サイダー,500ml 24本,1800,2450,650,26.53,6ヶ月,─,─,42/100ml,全日本食品,,,897,258,297,121,68,18,15
899,,アサヒ飲料,三ツ矢サイダー,1.5?,129,189,60,31.75,6ヶ月,─,─,42/100ml,全日本食品,,,899,381,297,121,68,18,15
900,,アサヒ飲料,三ツ矢サイダー,1.5?　8本,1032,1420,388,27.32,6ヶ月,─,─,42/100ml,全日本食品,,,899,381,297,121,68,18,15
901,,コカコーラ,コカコーラ,1.5?,175,238,63,26.47,6ヶ月,─,─,45/100ml,コカコーラ,⑥,,901,12,366,121,68,18,15
902,,コカコーラ,コカコーラ,1.5?　8本,1400,1890,490,25.93,6ヶ月,─,─,45/100ml,コカコーラ,,,901,12,366,121,68,18,15
903,,カルピス,カルピスウォーター,1.5?,150,218,68,31.19,6ヶ月,─,─,45/100ml,全日本食品,,,903,135,366,121,68,18,15
904,,カルピス,カルピスウォーター,1.5?　8本,1200,1698,498,29.33,6ヶ月,─,─,45/100ml,全日本食品,,,903,135,366,121,68,18,15
905,,カルピス,特定保健用食品　三ツ矢サイダープラス,350ml,95,143,48,33.57,6ヶ月,─,─,0,全日本食品,,食後の血糖値の上昇を抑える特保（トクホ）の三ツ矢サイダー！,905,258,366,121,68,18,15
906,,カルピス,特定保健用食品　三ツ矢サイダープラス,350ml 24本,2280,3432,1152,33.57,6ヶ月,─,─,0,全日本食品,,食後の血糖値の上昇を抑える特保（トクホ）の三ツ矢サイダー！,905,258,366,121,68,18,15
907,,サントリー,オランジーナ,420ml,75,103,28,27.18,6ヶ月,─,─,43/100ml,全日本食品,,,907,381,366,121,68,18,15
908,,サントリー,オランジーナ,420ml 24本,1800,2450,650,26.53,6ヶ月,─,─,43/100ml,全日本食品,,,907,381,366,121,68,18,15
909,,コカコーラ,ジョージア　エメラルドマウンテン　ブレンド５缶,190g 5本,325,437,112,25.63,1年,─,乳,34/100ml,コカコーラ,⑦,,909,12,435,121,68,18,15
910,,コカコーラ,ジョージア　エメラルドマウンテン　ブレンド５缶,190g 30本,1950,2553,603,23.62,1年,─,乳,34/100ml,コカコーラ,,,909,12,435,121,68,18,15
911,,コカコーラ,ジョージア　エメラルドマウンテン　ブレンド 　ブラック５缶,190g 5本,325,437,112,25.63,1年,─,─,─,コカコーラ,,,911,135,435,121,68,18,15
912,,コカコーラ,ジョージア　エメラルドマウンテン　ブレンド 　ブラック５缶,190g 30本,1950,2553,603,23.62,1年,─,─,─,コカコーラ,,,911,135,435,121,68,18,15
913,,マルカイコーポレーション,信州産白桃,200ml,140,198,58,29.29,1年,─,─,,全日本食品,,,913,258,435,121,68,18,15
914,,マルカイコーポレーション,信州産すりおろしりんご汁,200ml,140,198,58,29.29,1年,─,─,,全日本食品,,,914,381,435,121,68,18,15
915,,ハウス食品,ウコンの力6本1箱,100ml 6本,780,1050,270,25.71,1年,─,─,28/1本,全日本食品,⑧,,915,12,504,121,68,18,15
916,,大正製薬,リポビタンＤ10本1箱,100ml 10本,850,1130,280,24.78,3年,─,─,─,全日本食品,,,916,135,504,121,68,18,15
917,,大塚製薬,ファイブミニ,100ml 10本,680,980,300,30.61,１年,─,─,50/1本,大塚製薬,,,917,258,504,121,68,18,15
918,,大塚製薬,オロナミンＣ10本1箱,120ml 10本,670,910,240,26.37,1年,─,─,79/1本,全日本食品,,,918,381,504,121,68,18,15
919,,稲葉ピーナッツ,ミックスナッツ,65g,71,100,29,29,150日,,落花生,572/100g,全日本食品,⑨,,919,12,573,121,68,18,15
920,,なとり,いかフライ,5枚,65,95,30,31.58,5ヶ月,,小麦・卵・乳・えび,257/5枚,全日本食品,,,920,135,573,121,68,18,15
921,,なとり,フィッシュアーモンド,22g,71,100,29,29,150日,,─,─,全日本食品,,,921,258,573,121,68,18,15
922,,稲葉ピーナツ,フライドピーナッツ,102g,66,95,29,30.53,5ヶ月,,落花生,592/100g,全日本食品,,,922,381,573,121,68,18,15
923,,セブンディー,7D ドライマンゴー(フィリピン原産),80g,222,328,106,32.32,18ヶ月,─,─,339/100g,静岡産業,⑩,,923,12,640,121,68,18,15
924,,共立食品,ソフトプルーン種ぬき(アメリカ原産),200g,204,298,94,31.54,1年,─,─,230/100g,全日本食品,,,924,135,640,121,68,18,15
925,,共立食品,カリフォルニアレーズン(アメリカ産),120g,79,112,33,29.46,1年,─,─,─,全日本食品,,,925,258,640,121,68,18,15
