020,精肉・加工肉,0079,騎寄精肉店,06520,01,ｺｸｻﾝﾌﾞﾀﾛｰｽｽﾗｲｽ200g,国産豚ﾛｰｽｽﾗｲｽ200g,豚ﾛｰｽｽﾗ,221,481,368,する,する,する,する,001,スポット商品
030,鮮魚・塩干魚,0071,田村水産,02478,01,ﾀﾑﾗﾊﾁﾒﾐﾘﾝﾋﾗｷ1ﾋﾞ,田村はちめみりん(開き1尾,はちめみり,341,399,255,する,する,する,する,001,スポット商品
030,鮮魚・塩干魚,0071,田村水産,02477,01,ﾀﾑﾗｲｶﾐﾘﾝ1ﾋﾞ,田村いかみりん1尾,いかみりん,341,172,110,する,する,する,する,001,スポット商品
060,冷凍食品,0064,森永(アイス),02632,00,Mﾎｯｶｲﾄﾞｳﾊﾞﾆﾗﾊﾞｰ10ﾎﾝｲﾘ,M北海道ﾊﾞﾆﾗﾊﾞｰ10本入,ﾊﾞﾆﾗﾊﾞｰ,1672,259,180,する,する,する,する,000,スポット商品(冷凍)
981,お試しｾｯﾄ,0000,お試しｾｯﾄ,02633,00,ｵﾀﾒｼｾｯﾄ,健康屋お試しｾｯﾄ,お試し,99,1029,857,する,する,する,する,001,スポット商品
060,冷凍食品,0090,クスリのアオキ,01729,00,ﾆﾁﾚｲｴﾀﾞﾏﾒ400g,ﾆﾁﾚｲ塩味えだ豆400g,枝豆400g,1615,258,133.33,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01729,01,ﾆﾁﾚｲｴﾀﾞﾏﾒ400g,ﾆﾁﾚｲ塩味えだ豆400g,枝豆400g,1615,194,133.33,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01729,02,ﾆﾁﾚｲｴﾀﾞﾏﾒ400g,ﾆﾁﾚｲ塩味えだ豆400g,枝豆400g,1615,211,133.33,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01729,03,ﾆﾁﾚｲｴﾀﾞﾏﾒ400g,ﾆﾁﾚｲ塩味えだ豆400g,枝豆400g,1615,196,133.33,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01720,00,ﾎｯｶｲﾄﾞｳｸﾘｶﾎﾞﾁｬｺﾛｯｹ6ｺ,ﾃ)北海道栗ｶﾎﾞﾁｬｺﾛｯｹ6ｺ,ｶﾎﾞﾁｬｺﾛｯｹ,1611,276,150.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01720,01,ﾎｯｶｲﾄﾞｳｸﾘｶﾎﾞﾁｬｺﾛｯｹ6ｺ,ﾃ)北海道栗ｶﾎﾞﾁｬｺﾛｯｹ6ｺ,ｶﾎﾞﾁｬｺﾛｯｹ,1611,226,150.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01720,02,ﾎｯｶｲﾄﾞｳｸﾘｶﾎﾞﾁｬｺﾛｯｹ6ｺ,ﾃ)北海道栗ｶﾎﾞﾁｬｺﾛｯｹ6ｺ,ｶﾎﾞﾁｬｺﾛｯｹ,1611,194,150.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01728,00,ﾏﾙﾊﾖｺﾊﾏｱﾝｶｹﾗｰﾒﾝ,ﾏﾙﾊ横浜あんかけﾗｰﾒﾝ,あんかけﾗｰ,1613,276,190.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01728,01,ﾏﾙﾊﾖｺﾊﾏｱﾝｶｹﾗｰﾒﾝ,ﾏﾙﾊ横浜あんかけﾗｰﾒﾝ,あんかけﾗｰ,1613,324,190.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01728,02,ﾏﾙﾊﾖｺﾊﾏｱﾝｶｹﾗｰﾒﾝ,ﾏﾙﾊ横浜あんかけﾗｰﾒﾝ,あんかけﾗｰ,1613,297,190.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01728,03,ﾏﾙﾊﾖｺﾊﾏｱﾝｶｹﾗｰﾒﾝ,ﾏﾙﾊ横浜あんかけﾗｰﾒﾝ,あんかけﾗｰ,1613,259,190.48,する,する,する,する,000,スポット商品(冷凍)
060,冷凍食品,0090,クスリのアオキ,01728,04,ﾏﾙﾊﾖｺﾊﾏｱﾝｶｹﾗｰﾒﾝ,ﾏﾙﾊ横浜あんかけﾗｰﾒﾝ,あんかけﾗｰ,1613,298,190.48,する,する,する,する,000,スポット商品(冷凍)
100,バラエティー,0031,政浦商店,02637,00,ﾗｲｵﾝﾎﾜｲﾄｸﾚﾝｻﾞｰ400g,ﾗｲｵﾝﾎﾜｲﾄｸﾚﾝｻﾞｰ400g,ﾎﾜｲﾄｸﾚﾝ,1001,108,74,する,する,する,する,001,スポット商品
010,青果物,0033,江口青果株式会社,01286,04,ｲｼｶﾜｹﾝﾎｶｻﾂﾏｲﾓM1ﾎﾝ,五郎島ｻﾂﾏｲﾓ1本,ｻﾂﾏｲﾓ1本,113,115,84,する,する,する,する,001,スポット商品
010,青果物,0033,江口青果株式会社,02638,00,ﾅｶﾞﾉﾎｶﾊｸｻｲ1/2ｶｯﾄ,はくさい1/2ｶｯﾄ,白菜1/2,112,204,150,する,する,する,する,001,スポット商品
010,青果物,0033,江口青果株式会社,01145,01,ｲｼｶﾜﾎｶﾄﾖﾐｽﾞﾅｼｵｵﾀﾞﾏ,石川他豊水梨大玉1ｹ,豊水梨大,121,204,150,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,02639,00,ﾜｷﾞｭｳﾓﾓｽﾗｲｽｽｷﾔｷﾖｳ200g,和牛ﾓﾓｽﾗｲｽすき焼用200g,和牛すき焼,211,1183,876.19,する,する,する,する,001,スポット商品
020,精肉・加工肉,0079,騎寄精肉店,02640,00,ｺｸｻﾝﾌﾞﾀｶﾀﾛｰｽｽﾗｲｽ200g,国産豚肩ﾛｰｽｽﾗｲｽ200g,豚肩ﾛｰｽ,203,440,304.76,する,する,する,する,001,スポット商品
