621,,日清食品,焼そば　5食ﾊﾟｯｸ,100g*5,253,370,117,31.62,8ヶ月,─,小麦・乳,490/1食,全日本食品,①,袋麺,621,519,22,121,68,13,10
622,,イトメン,チャンポン麺　袋　5食ﾊﾟｯｸ,100g*5,275,370,95,25.68,8ヶ月,─,小麦・乳・えび,497/1食,全日本食品,,,622,641,22,121,68,13,10
623,,サンヨー食品,サッポロ一番　みそラーメン　5食ﾊﾟｯｸ,100g*5,253,370,117,31.62,8ヶ月,─,小麦・乳,445/1食,全日本食品,,,623,764,22,121,68,13,10
624,,サンヨー食品,サッポロ一番　塩ラーメン　5食ﾊﾟｯｸ,100g*5,253,370,117,31.62,8ヶ月,─,小麦・乳,443/1食,全日本食品,,,624,887,22,121,68,13,10
625,,日清食品,焼そば 1袋,100g,50.6,82,31.4,38.29,8ヶ月,─,小麦・乳,490/1食,全日本食品,②,,625,519,90,121,68,13,10
626,,イトメン,チャンポン麺　1袋,100g,50.6,82,31.4,38.29,8ヶ月,─,小麦・乳・えび,497/1食,全日本食品,,,626,641,90,121,68,13,10
627,,日清食品,チキンラーメン　5食ﾊﾟｯｸ,425g,253,370,117,31.62,8ヶ月,─,小麦・卵・乳,377/1食,全日本食品,,,627,764,90,121,68,13,10
628,,日清食品,出前一丁　5食ﾊﾟｯｸ,505g,253,370,117,31.62,8ヶ月,─,小麦・卵・乳,468/1食,全日本食品,,,628,887,90,121,68,13,10
629,,東洋水産,ﾏﾙちゃん正麺　醤油味　5食ﾊﾟｯｸ,105g*5,280,380,100,26.32,8ヶ月,─,小麦・卵・乳,328/1食,全日本食品,③,,629,519,159,121,68,13,10
630,,東洋水産,ﾏﾙちゃん正麺　味噌味　5食ﾊﾟｯｸ,108g*5,280,380,100,26.32,8ヶ月,─,小麦・卵,361/1食,全日本食品,,,629,519,159,121,68,13,10
631,,東洋水産,ﾏﾙちゃん正麺　塩味　5食ﾊﾟｯｸ,105g*5,280,380,100,26.32,8ヶ月,─,小麦・卵,338/1食,全日本食品,,,629,519,159,121,68,13,10
632,,東洋水産,ﾏﾙちゃん正麺　うどん　5食ﾊﾟｯｸ,104g*5,280,380,100,26.32,8ヶ月,─,小麦・卵,323/1食,全日本食品,,,629,519,159,121,68,13,10
633,,エースコック,ワンタンメン　5食ﾊﾟｯｸ,95g*5,275,370,95,25.68,8ヶ月,─,小麦・乳,440/1食,全日本食品,,,633,887,159,121,68,13,10
634,,日清食品,カップヌードル,77g,111,152,41,26.97,6ヶ月,─,小麦・卵・乳・えび,343/1食,全日本食品,④,ｶｯﾌﾟ麺,634,519,228,121,68,13,10
635,,日清食品,カップヌードルカレー,86g,111,152,41,26.97,6ヶ月,─,小麦・卵・乳・落花生,425/1食,全日本食品,,,635,641,228,121,68,13,10
636,,日清食品,カップヌードル シーフードヌードル,74g,111,152,41,26.97,6ヶ月,─,小麦・卵・乳・落花生・かに,328/1食,全日本食品,,,636,764,228,121,68,13,10
637,,徳島製粉,金ちゃんヌードル,85g,108,152,44,28.95,6ヶ月,─,小麦・卵・乳・えび,388/1食,全日本食品,,,637,887,228,121,68,13,10
638,,日清食品,どん兵衛　きつねうどん,95g,111,152,41,26.97,6ヶ月,─,小麦・乳,430/1食,全日本食品,⑤,,638,519,297,121,68,13,10
639,,日清食品,どん兵衛　天ぷらそば,100g,111,152,41,26.97,6ヶ月,─,小麦・卵・乳・そば・えび,500/1食,全日本食品,,,639,641,297,121,68,13,10
640,,東洋水産,赤いきつねうどん,96g,90,133,43,32.33,6ヶ月,─,小麦・卵・乳,424/1食,全日本食品,,,640,764,297,121,68,13,10
641,,東洋水産,緑のたぬき天そば,101g,90,133,43,32.33,6ヶ月,─,小麦・卵・乳・そば・えび,489/1食,全日本食品,,,641,887,297,121,68,13,10
