080,菓子・パン,0108,全日食(ﾊﾟﾝ・菓子),03713,06,ｶﾙﾋﾞｰｶｯﾊﾟｴﾋﾞｾﾝ90g,ｶﾙﾋﾞｰかっぱえびせん90g,かっぱえび,813,95,67,する,する,する,する,001,スポット商品
080,菓子・パン,0018,敷島製パン　株式会社,01260,05,ｲｿﾍﾞﾓﾁｼｮｳﾕ1ｺ,Pいそべ餅しょう油1個,ｲｿﾍﾞ醤油,844,96,69.3,する,する,する,する,001,スポット商品
080,菓子・パン,0018,敷島製パン　株式会社,07091,01,ﾀﾞﾌﾞﾙﾊﾝﾊﾞｰｸﾞｻﾝﾄﾞ,ﾊﾟｽｺ ﾀﾞﾌﾞﾙﾊﾝﾊﾞｰｸﾞｻﾝﾄﾞ,Wﾊﾝﾊﾞｰｸﾞ,842,103,75.6,する,する,する,する,001,スポット商品
080,菓子・パン,0018,敷島製パン　株式会社,07092,01,ｳｼﾞﾏｯﾁｬﾑｼｹｰｷ,京 宇治抹茶蒸しけーき,蒸しけーき,843,103,75.6,する,する,する,する,001,スポット商品
080,菓子・パン,0018,敷島製パン　株式会社,02625,03,ﾊﾟｽｺﾑｷﾞﾉﾒｸﾞﾐｾﾞﾝﾘｭｳﾌﾝ⑥,P麦ﾉめぐみ全粒粉食ﾊﾟﾝ⑥,麦のめぐみ,841,189,138.6,する,する,する,する,001,スポット商品
090,酒類,0030,日本酒販㈱金沢支店,04658,04,ﾑﾃﾝｶｱｶﾜｲﾝ720ml,ｼｬﾄｰ無添加赤ﾜｲﾝ甘口720ml,赤ﾜｲﾝ,941,934,767,する,する,する,する,001,スポット商品
090,酒類,0030,日本酒販㈱金沢支店,02499,10,ｵﾆｺﾛｼﾊﾟｯｸ2ﾘｯﾄﾙ,清洲城鬼ころしﾊﾟｯｸ2㍑,鬼ころし2,922,934,780,する,する,する,する,001,スポット商品
090,酒類,0030,日本酒販㈱金沢支店,07093,01,ｲｲﾁｺ,いいちこ25°日田金麹900m,いいちこ,932,858,724,する,する,する,する,001,スポット商品
100,バラエティー,0090,クスリのアオキ,07094,01,ｶｸﾞﾋﾟｶﾋﾟｶｹﾞｷｵﾁﾜｯｸｽｼｰﾄ,ﾚｯｸ家具ﾋﾟｶﾋﾟｶ激落ﾜｯｸｽｼｰﾄ,ワックスｼｰ,1041,122,93.33,する,する,する,する,001,スポット商品
100,バラエティー,0090,クスリのアオキ,07095,01,ﾄｲﾚﾉｼｮｳｼｭｳｹﾞﾝ,小ﾄｲﾚの消臭元ﾗﾍﾞﾝﾀﾞｰ400m,消臭元,1019,284,217.14,する,する,する,する,001,スポット商品
100,バラエティー,0111,全日食(バラエティ）,04127,03,ｻｲｽﾊﾝﾄﾞﾋﾟﾝｸM,ｼｮｰﾜ)ﾅｲｽﾊﾝﾄﾞ中厚手ﾋﾟﾝｸM,ﾅｲｽﾊﾝﾄﾞ,1030,218,164,する,する,する,する,001,スポット商品
