737,,中橋商事,石川県産のとひかり,3kg,750,1180,430,36.44,─,─,─,168/100g(ご飯),中橋商事,,,737,614,435,149,68,15,12
738,,中橋商事,石川県産ほほほのほ,3kg,750,1180,430,36.44,─,─,─,168/100g(ご飯),中橋商事,,,737,614,435,149,68,15,12
739,,中橋商事,石川県産ゆめみづほ,3kg,750,1180,430,36.44,─,─,─,168/100g(ご飯),中橋商事,,,737,614,435,149,68,15,12
740,,赤畄商会,石川県産こしひかり　配達前日精米,1kg(約7合),320,438,118,26.94,─,─,─,168/100g(ご飯),赤畄商会,,,740,519,504,121,68,15,12
741,,赤畄商会,石川県産こしひかり　配達前日精米,1.5kg(約1升),460,628,168,26.75,─,─,─,168/100g(ご飯),赤畄商会,,,741,641,504,121,68,15,12
742,,JA能登わかば,こしひかり,10kg,2900,3980,1080,27.14,─,─,─,168/100g(ご飯),JA能登わかば,,通常は上白米になりますが、ご希望により三分・五分・七分・白米の精米が可能です。担当者にお伝えください。,742,764,435,242,136,15,12
743,,JA能登わかば,こしひかり,5kg,1550,2180,630,28.9,─,─,─,168/100g(ご飯),JA能登わかば,,通常は上白米になりますが、ご希望により三分・五分・七分・白米の精米が可能です。担当者にお伝えください。,742,764,435,242,136,15,12
744,,味の素,白がゆ,250g,81,133,52,39.1,15ヶ月,─,─,85/1袋,全日本食品,⑨,,744,519,573,121,68,15,12
745,,東洋ライス,タニタ食堂の金芽米ごはん,160g*3,285,410,125,30.49,8ヶ月,─,─,133/100g,全日本食品,,,745,641,573,121,68,15,12
746,,テーブルマーク,赤飯(赤穂の塩)3食,160g*3,225,313,88,28.12,8ヶ月,─,─,275/100g,全日本食品,,,746,764,573,121,68,15,12
747,,佐藤食品工業,ごはん　こしひかり,200g,120,170,50,29.41,8ヶ月,─,─,294/1ﾊﾟｯｸ,全日本食品,,,747,887,573,121,68,15,12
748,,佐藤食品工業,切り餅パリッとスリッと,400g,300,478,178,37.24,15ヶ月,─,─,116/1切れ,全日本食品,⑩,,748,519,640,121,68,15,12
749,,佐藤食品工業,つきたて丸餅シングルパック,400g,340,478,138,28.87,15ヶ月,─,─,80/1個,全日本食品,,,749,641,640,121,68,15,12
750,,ヒガシマル醤油,ちょっと雑炊　松茸　２食,2P,128,180,52,28.89,18ヶ月,─,小麦,20/1食,全日本食品,,,750,764,640,242,68,15,12
751,,ヒガシマル醤油,ちょっと雑炊　さけ　３食,3P,128,180,52,28.89,18ヶ月,─,小麦・乳,─,全日本食品,,,750,764,640,242,68,15,12
752,,ヒガシマル醤油,ちょっと雑炊　かに　２食,2P,128,180,52,28.89,18ヶ月,─,小麦・乳・かに,─,全日本食品,,,750,764,640,242,68,15,12
