811,,日清オイリオ,日清キャノーラ油,1000g,240,358,118,32.96,1年,─,─,126/14g,全日本食品,①,,811,519,22,121,68,17,14
812,,日清オイリオ,サラダ油,400g,182,248,66,26.61,1年,─,─,126/14g,全日本食品,,,812,641,22,121,68,17,14
813,,日清オイリオ,油っこくない炒め油　1/2ﾊｰﾌ,200g,135,189,54,28.57,1年,─,─,126/14g,全日本食品,,,813,764,22,121,68,17,14
814,,かどや製油,金印純正ごま油 テーブルサイズ,70g,153,208,55,26.44,2年,─,─,921/100g,全日本食品,,,814,887,22,121,68,17,14
815,,キユーピー,マヨネーズ,200g,135,188,53,28.19,10ヶ月,─,卵,100/15g,全日本食品,②,,815,519,90,121,68,17,14
816,,キユーピー,マヨネーズ,350g,188,258,70,27.13,10ヶ月,─,卵,100/15g,全日本食品,,,816,641,90,121,68,17,14
817,,キユーピー,ハーフ,400g,200,268,68,25.37,7ヶ月,─,卵,50/15g,全日本食品,,,817,764,90,121,68,17,14
818,,味の素,ピュアセレクト　マヨネーズ,400ｇ,161,228,67,29.39,10ヶ月,─,卵,110/15g,全日本食品,,,818,887,90,121,68,17,14
819,,キユーピー,和風醤油ごま入ドレッシング,150ml,132,180,48,26.67,10ヶ月,─,乳・小麦,36/15g,全日本食品,③,,819,519,159,121,68,17,14
820,,キユーピー,深煎りごまドレッシング,150ml,157,218,61,27.98,8ヶ月,─,小麦・卵,62/15g,全日本食品,,,820,641,159,121,68,17,14
821,,理研ビタミン,ノンオイル　青じそ,190ml,128,180,52,28.89,8ヶ月,─,小麦,9/15g,全日本食品,,,821,764,159,121,68,17,14
822,,理研ビタミン,ノンオイル　中華ごま,190ml,128,180,52,28.89,8ヶ月,─,小麦・えび,12/15g,全日本食品,,,822,887,159,121,68,17,14
823,,カゴメ,トマトケチャップ,300g,141,189,48,25.4,18ヶ月,─,─,118/100g,全日本食品,④,,823,519,228,121,68,17,14
824,,味の素,コンソメ　顆粒　袋入,60g,102,142,40,28.17,18ヶ月,─,乳・小麦,12/5.3g,全日本食品,,,824,641,228,121,68,17,14
825,,味の素,中華あじ　袋入,50g,118,164,46,28.05,18ヶ月,─,─,5.1/2.5g,全日本食品,,,825,764,228,121,68,17,14
826,,味の素,丸鶏がらスープ　袋入,50g,145,208,63,30.29,1年,─,─,4.7/2.5g,全日本食品,,,826,887,228,121,68,17,14
827,,エスビー食品,おでんの素　4袋入,80g,105,142,37,26.06,2年,─,小麦,33/1袋,全日本食品,⑤,,827,519,297,121,68,17,14
828,,寿がきや食品,うどんスープ 4食,9.3g*4P,95,133,38,28.57,1年,─,乳・小麦,20/1袋,全日本食品,,,828,641,297,121,68,17,14
829,,ヱスビー食品,おろし生わさび,43g,73,105,32,30.48,1年,─,─,─,全日本食品,,,829,764,297,242,68,17,14
830,,ヱスビー食品,ねりからし,43g,73,105,32,30.48,1年,─,─,─,全日本食品,,,829,764,297,242,68,17,14
831,,ヱスビー食品,おろし生しょうが,40g,73,105,32,30.48,1年,─,─,─,全日本食品,,,829,764,297,242,68,17,14
832,,ヱスビー食品,おろし生にんにく,43g,73,105,32,30.48,1年,─,─,─,全日本食品,,,829,764,297,242,68,17,14
833,,ヱスビー食品,テーブルコショー,20g,120,173,53,30.64,3年,─,─,─,全日本食品,⑥,,833,519,366,99,68,17,14
834,,ハウス食品,七味唐辛子,17g,90,123,33,26.83,2年6ヶ月,─,─,─,全日本食品,,,834,618,366,99,68,17,14
835,,,一味唐辛子,16g,90,123,33,26.83,3年,─,─,─,全日本食品,,,835,716,366,99,68,17,14
836,,ヱスビー食品,ラー油,31g,95,133,38,28.57,2年,─,─,─,全日本食品,,,836,815,366,99,68,17,14
837,,味の素,アジシオ　瓶,110g,101,143,42,29.37,3年,─,─,─,全日本食品,,,837,913,366,99,68,17,14
838,,ネスレ日本,ネスカフェ　エクセラ　瓶,130g,395,538,143,26.58,2年,─,─,─,全日本食品,⑦,,838,519,435,121,68,17,14
839,,ネスレ日本,ネスカフェ　ゴールドブレンド　瓶,90g,520,668,148,22.16,2年,─,─,─,全日本食品,,,839,641,435,121,68,17,14
840,,ネスレ日本,ﾈｽｶﾌｪ ｺﾞｰﾙﾄﾞﾌﾞﾚﾝﾄﾞ ｴｺ&ｼｽﾃﾑﾊﾟｯｸ,70g,445,570,125,21.93,1年,─,─,─,全日本食品,,,840,764,435,121,68,17,14
841,,森永乳業,クリープ,85g,192,248,56,22.58,18ヶ月,─,乳,15/3g,全日本食品,,,841,887,435,121,68,17,14
842,,三井製糖,角砂糖　ポリ,450g,175,248,73,29.44,3年,─,─,14.8/1粒,全日本食品,⑧,,842,519,504,121,68,17,14
843,,日新製糖,徳用スティックシュガー,4g*50P,98,143,45,31.47,3年,─,─,387/100g,全日本食品,,,843,641,504,121,68,17,14
844,,三井農林,日東　デイリークラブ　ＴＢ,2.2g*10P,79,113,34,30.09,2年,─,─,─,全日本食品,,,844,764,504,121,68,17,14
845,,伊藤園,お～いお茶緑茶ティーパック,20P,189,268,79,29.48,9ヶ月,─,─,─,全日本食品,,,845,887,504,121,68,17,14
846,,田尻虎蔵商店,釜焙り棒茶 特選 琥珀(ほうじ茶),100ｇ,450,600,150,25,1年,─,─,─,田尻虎蔵商店,⑨,,846,519,573,121,68,17,14
847,,杉丸物産,しょうが湯,20g*6,135,198,63,31.82,2年,─,─,─,全日本食品,,,847,641,573,121,68,17,14
848,,クラシエフーズ,ホットレモン　3袋入,12.2g*3,76,108,32,29.63,18ヶ月,─,─,48/1袋,全日本食品,,,848,764,573,121,68,17,14
849,,森永製菓,ミルクココア,300g,275,380,105,27.63,18ヶ月,─,乳,80/20g,全日本食品,,,849,887,573,121,68,17,14
850,,森永製菓,ホットケーキミックス徳用,600g,215,298,83,27.85,2年,─,乳・小麦,370/100g,全日本食品,⑩,,850,519,640,121,68,17,14
851,,加藤美蜂園本舗,ｻｸﾗ印純粋はちみつ ﾐﾆﾊﾈｰｽﾃｨｯｸﾊﾁﾐﾂ,15g*10,255,348,93,26.72,2年,─,─,294/100g,全日本食品,,,851,641,640,121,68,17,14
852,,森永製菓,クックゼラチン,5g*6,125,180,55,30.56,─,─,─,18/5g,全日本食品,,,852,764,640,121,68,17,14
853,,カルピス,カルピス 白　希釈用ﾋﾟｰｽﾎﾞﾄﾙ,470ml,275,380,105,27.63,9ヶ月,─,乳,48/100ml,全日本食品,,,853,887,640,121,68,17,14
