1131,,アース製薬,酵素入りポリデント３２錠,32錠,416,578,162,28.02768166,─,─,─,─,,,,1131,7,21,123,70,22,19
1132,,アース製薬,新ポリグリップS,40g,535,728,193,26.51098901,─,─,─,─,,,,1132,130,90,125,70,22,19
1133,,サンスター,GUMデンタルペースト　スタンディング,120g,285,380,95,25,─,─,─,─,,,,1133,255,159,124,70,22,19
1134,,ライオン,デンタークリアMAXスペアミント　タテ型,140g,135,189,54,28.57142857,─,─,─,─,,,,1134,379,229,125,70,22,19
1135,,ライオン,ビトイーンライオンレギュラーふつう,1本,102,148,46,31.08108108,─,─,─,─,,,,1135,7,21,123,70,22,19
1136,,ライオン,ビトイーンライオンレギュラーかため,1本,102,148,46,31.08108108,─,─,─,─,,,,1136,130,90,125,70,22,19
1137,,牛乳石鹸共進社,青箱石鹸　,85g,59,80,21,26.25,─,─,─,─,,,,1137,255,159,124,70,22,19
1138,,ペリカン石鹸,泥炭石石鹸,150g,360,568,208,36.61971831,─,─,─,─,,,,1138,379,229,125,70,22,19
1139,,ライオン,キレイキレイ薬用泡ハンドソープ　本体,250ml,282,388,106,27.31958763,─,─,─,─,,,,1139,7,21,123,70,22,19
1140,,ライオン,キレイキレイ薬用泡ハンドソープ　詰替,200ml,225,318,93,29.24528302,─,─,─,─,,,,1140,130,90,125,70,22,19
1141,,エフティ資生堂,ツバキ　シャンプー,220ml,268,380,112,29.47368421,─,─,─,─,,,,1141,255,159,124,70,22,19
1142,,エフティ資生堂,ツバキ　コンディショナー,220ml,268,380,112,29.47368421,─,─,─,─,,,,1142,379,229,125,70,22,19
1143,,ライオン,NEW トッププラチナクリア,900g,238,328,90,27.43902439,─,─,─,─,,,,1143,7,21,123,70,22,19
1144,,ライオン,部屋干しトップ除菌EX,900g,305,418,113,27.03349282,─,─,─,─,,,,1144,130,90,125,70,22,19
1145,,ライオン,トップ　ナノックス本体,450g,269,378,109,28.83597884,─,─,─,─,,,,1145,255,159,124,70,22,19
1146,,ライオン,トップ　ナノックス詰替,400g,250,348,98,28.16091954,─,─,─,─,,,,1146,379,229,125,70,22,19
1147,,Ｐ＆Ｇ,レノアプラス　フレッシュグリーン　詰替,480ml,222,315,93,29.52380952,─,─,─,─,,,,1147,7,21,123,70,22,19
1148,,ライオン,ふんわりソフラン,720ml,340,468,128,27.35042735,─,─, ,─,,,,1148,130,90,125,70,22,19
1149,,ライオン,ふんわりソフラン詰替,540ml,170,238,68,28.57142857,─,─,─,─,,,,1149,255,159,124,70,22,19
1150,,ライオン,手間なしブライト　大,1000ml,200,278,78,28.05755396,─,─,─,─,,,,1150,379,229,125,70,22,19
1151,,Ｐ＆Ｇ,除菌ジョイコンパクト　本体,200ml,129,178,49,27.52808989,─,─,─,─,,,,1151,7,21,123,70,22,19
1152,,Ｐ＆Ｇ,除菌ジョイコンパクト　詰替,315ml,189,258,69,26.74418605,─,─,─,─,,,,1152,130,90,125,70,22,19
1153,,ライオン,チャーミーマジカ　スプラッシュオレンジの香り　本体,230ml,125,168,43,25.5952381,─,─,─,─,,,,1153,255,159,124,70,22,19
1154,,ライオン,チャーミーマジカ　スプラッシュオレンジの香り　詰替,600ml,247,338,91,26.92307692,─,─,─,─,,,,1154,379,229,125,70,22,19
1155,,ミツエイ,ニューキッチンブリーチ,600ml,59,84,25,29.76190476,─,─,─,─,,,,1155,7,21,123,70,22,19
1156,,ユニリーバ,ジフ　クリーミークレンザー,270ml,141,189,48,25.3968254,─,─,─,─,,,,1156,130,90,125,70,22,19
1157,,ユニリーバ,ドメスト,500ml,190,258,68,26.35658915,─,─,─,─,,,,1157,255,159,124,70,22,19
1158,,ジョンソン,パイプユニッシュ,800g,265,368,103,27.98913043,─,─,─,─,,,,1158,379,229,125,70,22,19
1159,,大日本除蟲菊,サンポール　小,500ml,135,188,53,28.19148936,─,─,─,─,,,,1159,7,21,123,70,22,19
1160,,ジョンソン,カビキラー　本体,400g,298,418,120,28.70813397,─,─,─,─,,,,1160,130,90,125,70,22,19
1161,,ジョンソン,カビキラー　替え,400g,222,308,86,27.92207792,─,─,─,─,,,,1161,255,159,124,70,22,19
1162,,ライオン,おふろのルック　ボトル,500ml,158,218,60,27.52293578,─,─,─,─,,,,1162,379,229,125,70,22,19
1163,,旭化成ホームプロダクツ,クックパー　クッキングシートMサイズ,２５cm×５m,191,265,74,27.9245283,─,─,─,─,,,,1163,7,21,123,70,22,19
1164,,旭化成ホームプロダクツ,クックパー　クッキングシートLサイズ,３０cm×５m,202,284,82,28.87323944,─,─,─,─,,,,1164,130,90,125,70,22,19
1165,,岩谷産業,アイラップ　家庭用,60枚,96,133,37,27.81954887,─,─,─,─,,,,1165,255,159,124,70,22,19
1166,,三菱アルミニウム,アルミホイル25cm×8m,25cm*8m,56,95,39,41.05263158,─,─,─,─,,,,1166,379,229,125,70,22,19
1167,,リケンファブロ,ハイラップ３０ｃｍ×２０ｍ,30cm*20m,58,85,27,31.76470588,─,─,─,─,,,,1167,7,21,123,70,22,19
1168,,旭化成ホームプロダクツ,サランラップ　３０ｃｍ×２０ｍ,30cm*20m,112,160,48,30,─,─,─,─,,,,1168,130,90,125,70,22,19
1169,,旭化成ホームプロダクツ,サランラップ　２２ｃｍ×２０ｍ,22cm*20m,111,152,41,26.97368421,─,─,─,─,,,,1169,255,159,124,70,22,19
1170,,ライオン,リード冷凍保存バッグ中,20枚,158,228,70,30.70175439,─,─,─,─,,,,1170,379,229,125,70,22,19
